"Label (Grouping)","Total:","Total:!!Under 18 years","Total:!!18 to 24 years","Total:!!25 to 34 years","Total:!!35 to 44 years","Total:!!45 to 54 years","Total:!!55 to 64 years","Total:!!65 years and over"
"Universal City city, Texas","","","","","","","",""
"    Estimate","23,015","5,381","1,603","6,040","2,699","1,681","3,064","2,547"
"University Park city, Texas","","","","","","","",""
"    Estimate","24,981","6,218","4,436","1,264","2,839","3,566","2,987","3,671"
"Uvalde city, Texas","","","","","","","",""
"    Estimate","20,542","6,386","2,864","1,810","1,740","2,044","1,817","3,881"
"Victoria city, Texas","","","","","","","",""
"    Estimate","66,920","16,715","7,645","9,018","7,810","7,188","8,739","9,805"
"Waco city, Texas","","","","","","","",""
"    Estimate","139,245","32,670","29,517","17,417","16,874","13,753","12,423","16,591"
"Watauga city, Texas","","","","","","","",""
"    Estimate","24,477","3,442","4,465","3,601","3,015","2,400","3,357","4,197"
"Waxahachie city, Texas","","","","","","","",""
"    Estimate","37,983","11,305","2,749","7,795","3,608","4,265","3,293","4,968"
"Weatherford city, Texas","","","","","","","",""
"    Estimate","33,548","7,796","3,650","4,942","2,523","4,371","4,788","5,478"
"Weslaco city, Texas","","","","","","","",""
"    Estimate","41,628","13,179","3,710","6,154","4,144","3,325","5,241","5,875"
"West Odessa CDP, Texas","","","","","","","",""
"    Estimate","26,659","9,208","2,688","3,883","4,418","4,149","1,338","975"
"West University Place city, Texas","","","","","","","",""
"    Estimate","20,285","8,114","0","1,118","4,244","2,740","1,804","2,265"
"Wichita Falls city, Texas","","","","","","","",""
"    Estimate","104,677","22,982","16,308","16,012","11,480","11,640","11,573","14,682"
"Wylie city, Texas","","","","","","","",""
"    Estimate","52,625","13,171","6,660","6,520","6,887","9,573","6,342","3,472"
"American Fork city, Utah","","","","","","","",""
"    Estimate","33,155","10,043","3,570","5,886","4,348","3,044","3,173","3,091"
"Bountiful city, Utah","","","","","","","",""
"    Estimate","43,978","13,517","2,872","6,247","4,735","4,693","5,333","6,581"
"Brigham City city, Utah","","","","","","","",""
"    Estimate","19,983","6,619","1,040","3,193","2,181","1,981","1,859","3,110"
"Cedar City city, Utah","","","","","","","",""
"    Estimate","32,197","8,897","6,622","4,954","3,642","2,091","2,498","3,493"
"Clearfield city, Utah","","","","","","","",""
"    Estimate","32,121","9,511","3,754","6,464","4,977","2,599","2,402","2,414"
"Clinton city, Utah","","","","","","","",""
"    Estimate","28,344","9,533","3,292","3,462","3,947","3,262","2,455","2,393"
"Cottonwood Heights city, Utah","","","","","","","",""
"    Estimate","33,841","6,684","3,256","3,925","5,289","4,547","3,458","6,682"
"Draper city, Utah","","","","","","","",""
"    Estimate","49,328","18,039","2,278","6,844","8,156","6,412","4,324","3,275"
"Eagle Mountain city, Utah","","","","","","","",""
"    Estimate","38,381","17,779","3,161","5,490","6,534","3,584","1,006","827"
"Farmington city, Utah","","","","","","","",""
"    Estimate","25,340","7,176","2,025","3,814","4,150","2,037","3,087","3,051"
"Herriman city, Utah","","","","","","","",""
"    Estimate","51,344","21,456","5,217","6,839","10,796","3,502","1,136","2,398"
"Holladay city, Utah","","","","","","","",""
"    Estimate","30,335","7,846","1,582","4,431","4,228","3,984","2,665","5,599"
"Hurricane city, Utah","","","","","","","",""
"    Estimate","24,257","7,180","825","3,566","3,229","1,915","3,866","3,676"
"Kaysville city, Utah","","","","","","","",""
"    Estimate","32,402","12,917","1,671","3,834","5,752","2,494","3,507","2,227"
"Kearns, Utah","","","","","","","",""
"    Estimate","36,333","11,661","3,926","4,238","6,695","4,432","2,314","3,067"
"Layton city, Utah","","","","","","","",""
"    Estimate","78,008","22,515","7,952","11,883","11,253","10,017","6,936","7,452"
"Lehi city, Utah","","","","","","","",""
"    Estimate","69,742","30,337","3,791","9,007","11,851","6,374","4,235","4,147"
"Logan city, Utah","","","","","","","",""
"    Estimate","51,537","11,826","14,463","9,981","4,943","3,173","2,757","4,394"
"Magna, Utah","","","","","","","",""
"    Estimate","26,943","9,738","2,365","2,911","4,680","3,454","2,238","1,557"
"Midvale city, Utah","","","","","","","",""
"    Estimate","34,121","7,614","3,503","9,399","5,752","2,572","3,225","2,056"
"Millcreek city, Utah","","","","","","","",""
"    Estimate","61,453","12,658","4,279","11,787","8,165","7,053","6,486","11,025"
"Murray city, Utah","","","","","","","",""
"    Estimate","48,921","9,647","5,010","7,038","7,353","5,239","5,410","9,224"
"North Salt Lake city, Utah","","","","","","","",""
"    Estimate","20,195","6,576","3,077","2,144","2,939","1,248","1,996","2,215"
"Ogden city, Utah","","","","","","","",""
"    Estimate","87,764","22,117","11,748","15,465","12,864","8,417","8,694","8,459"
"Orem city, Utah","","","","","","","",""
"    Estimate","97,839","27,525","17,286","17,053","10,816","8,646","7,353","9,160"
"Payson city, Utah","","","","","","","",""
"    Estimate","21,875","6,323","3,883","3,394","2,648","2,175","1,230","2,222"
"Pleasant Grove city, Utah","","","","","","","",""
"    Estimate","38,244","12,604","4,691","6,093","4,207","3,860","3,420","3,369"
"Provo city, Utah","","","","","","","",""
"    Estimate","116,616","22,701","45,827","18,712","9,495","6,051","6,557","7,273"
"Riverton city, Utah","","","","","","","",""
"    Estimate","44,445","14,725","4,250","6,002","5,693","5,615","5,389","2,771"
"Roy city, Utah","","","","","","","",""
"    Estimate","39,614","11,129","2,923","6,316","6,219","4,302","3,511","5,214"
"St. George city, Utah","","","","","","","",""
"    Estimate","89,586","24,333","9,684","11,869","9,151","6,904","7,420","20,225"
"Salt Lake City city, Utah","","","","","","","",""
"    Estimate","200,546","36,652","26,924","43,786","27,764","22,155","20,382","22,883"
"Sandy city, Utah","","","","","","","",""
"    Estimate","96,385","23,949","7,281","13,601","13,110","12,277","11,009","15,158"
"Saratoga Springs city, Utah","","","","","","","",""
"    Estimate","33,288","13,433","2,911","5,447","5,438","2,293","1,118","2,648"
"South Jordan city, Utah","","","","","","","",""
"    Estimate","76,607","25,853","5,326","11,135","9,996","8,371","7,342","8,584"
"South Ogden city, Utah","","","","","","","",""
"    Estimate","21,542","5,583","2,087","4,488","1,949","2,161","2,537","2,737"
"South Salt Lake city, Utah","","","","","","","",""
"    Estimate","25,583","4,158","3,578","5,619","3,910","4,065","2,013","2,240"
"Spanish Fork city, Utah","","","","","","","",""
"    Estimate","40,900","14,819","5,035","5,096","5,911","3,472","2,817","3,750"
"Springville city, Utah","","","","","","","",""
"    Estimate","33,316","12,466","3,327","5,738","4,115","2,729","1,975","2,966"
"Syracuse city, Utah","","","","","","","",""
"    Estimate","31,456","12,322","2,560","3,977","5,336","2,885","2,363","2,013"
"Taylorsville city, Utah","","","","","","","",""
"    Estimate","59,793","14,176","4,330","9,533","10,492","6,106","6,815","8,341"
"Tooele city, Utah","","","","","","","",""
"    Estimate","36,011","10,602","3,931","6,137","5,417","4,392","2,834","2,698"
"Washington city, Utah","","","","","","","",""
"    Estimate","29,170","5,664","3,763","1,775","3,584","5,357","2,026","7,001"
"West Jordan city, Utah","","","","","","","",""
"    Estimate","116,482","33,647","12,449","17,202","16,155","13,410","13,784","9,835"
"West Valley City city, Utah","","","","","","","",""
"    Estimate","135,255","41,544","12,843","20,872","20,011","13,418","14,320","12,247"
"Burlington city, Vermont","","","","","","","",""
"    Estimate","42,823","5,772","14,906","7,631","4,162","3,238","3,797","3,317"
"South Burlington city, Vermont","","","","","","","",""
"    Estimate","21,525","3,535","2,126","2,318","3,891","2,983","3,319","3,353"
"Alexandria city, Virginia","","","","","","","",""
"    Estimate","159,428","28,692","8,200","34,911","30,343","20,247","18,717","18,318"
"Annandale CDP, Virginia","","","","","","","",""
"    Estimate","41,787","9,967","3,266","6,616","5,207","4,082","5,316","7,333"
"Arlington CDP, Virginia","","","","","","","",""
"    Estimate","236,842","42,984","18,825","56,528","39,677","29,359","23,447","26,022"
"Ashburn CDP, Virginia","","","","","","","",""
"    Estimate","48,259","12,347","3,293","5,209","6,940","7,251","5,463","7,756"
"Bailey's Crossroads CDP, Virginia","","","","","","","",""
"    Estimate","27,484","7,198","3,039","6,082","2,707","2,120","2,628","3,710"
"Blacksburg town, Virginia","","","","","","","",""
"    Estimate","44,244","3,610","24,330","4,460","2,991","3,124","2,429","3,300"
"Brambleton CDP, Virginia","","","","","","","",""
"    Estimate","20,713","6,260","1,589","2,117","3,948","4,181","1,642","976"
"Buckhall CDP, Virginia","","","","","","","",""
"    Estimate","20,165","4,556","1,832","2,240","3,376","2,975","2,174","3,012"
"Burke CDP, Virginia","","","","","","","",""
"    Estimate","40,985","10,759","3,062","3,212","5,308","6,337","5,523","6,784"
"Cave Spring CDP, Virginia","","","","","","","",""
"    Estimate","27,200","5,017","3,522","2,457","3,924","3,267","3,171","5,842"
"Centreville CDP, Virginia","","","","","","","",""
"    Estimate","66,457","15,079","5,514","10,899","9,427","9,909","9,603","6,026"
"Chantilly CDP, Virginia","","","","","","","",""
"    Estimate","26,536","7,616","3,364","2,158","3,237","4,924","2,938","2,299"
"Charlottesville city, Virginia","","","","","","","",""
"    Estimate","47,266","7,547","9,843","8,397","6,553","4,438","4,270","6,218"
"Cherry Hill CDP, Virginia","","","","","","","",""
"    Estimate","20,082","6,142","1,777","2,089","3,220","2,883","2,304","1,667"
"Chesapeake city, Virginia","","","","","","","",""
"    Estimate","244,835","59,171","20,919","31,442","35,640","32,034","32,115","33,514"
"Chester CDP, Virginia","","","","","","","",""
"    Estimate","20,066","5,600","1,107","3,640","1,178","2,864","1,965","3,712"
"Christiansburg town, Virginia","","","","","","","",""
"    Estimate","23,558","5,668","1,195","4,487","3,340","1,956","2,731","4,181"
"Culpeper town, Virginia","","","","","","","",""
"    Estimate","19,141","5,096","905","3,094","2,959","2,494","2,357","2,236"
"Dale City CDP, Virginia","","","","","","","",""
"    Estimate","73,918","18,771","6,046","11,740","12,081","9,072","10,409","5,799"
"Danville city, Virginia","","","","","","","",""
"    Estimate","40,044","8,670","4,115","4,341","3,750","4,941","5,738","8,489"
"Fairfax city, Virginia","","","","","","","",""
"    Estimate","24,019","4,514","3,026","3,187","3,252","2,564","3,428","4,048"
"Fair Oaks CDP, Virginia","","","","","","","",""
"    Estimate","35,355","5,022","4,326","6,691","6,595","5,130","3,791","3,800"
"Franconia CDP, Virginia","","","","","","","",""
"    Estimate","20,563","3,736","1,752","3,638","4,084","2,819","2,202","2,332"
"Fredericksburg city, Virginia","","","","","","","",""
"    Estimate","29,036","6,683","4,929","6,827","2,273","2,539","2,748","3,037"
"Hampton city, Virginia","","","","","","","",""
"    Estimate","134,510","28,246","15,223","21,901","15,773","13,734","18,349","21,284"
"Harrisonburg city, Virginia","","","","","","","",""
"    Estimate","53,016","8,883","17,837","8,451","5,365","3,638","3,973","4,869"
"Herndon town, Virginia","","","","","","","",""
"    Estimate","24,600","4,853","2,077","3,503","4,281","3,050","3,546","3,290"
"Hopewell city, Virginia","","","","","","","",""
"    Estimate","22,973","5,557","2,256","2,764","2,869","2,719","3,045","3,763"
"Hybla Valley CDP, Virginia","","","","","","","",""
"    Estimate","28,823","10,864","2,646","3,212","4,292","3,228","1,912","2,669"
"Lake Ridge CDP, Virginia","","","","","","","",""
"    Estimate","43,386","11,792","3,418","5,171","6,564","6,171","4,128","6,142"
"Leesburg town, Virginia","","","","","","","",""
"    Estimate","53,722","15,395","3,481","7,201","8,865","8,527","5,842","4,411"
"Lincolnia CDP, Virginia","","","","","","","",""
"    Estimate","21,557","4,972","2,142","2,908","2,460","3,562","3,307","2,206"
"Linton Hall CDP, Virginia","","","","","","","",""
"    Estimate","47,510","16,793","3,989","4,569","7,970","7,498","4,466","2,225"
"Lorton CDP, Virginia","","","","","","","",""
"    Estimate","21,623","6,333","1,981","1,966","3,313","2,934","2,733","2,363"
"Lynchburg city, Virginia","","","","","","","",""
"    Estimate","82,168","15,950","19,573","13,066","7,447","6,522","7,855","11,755"
"McLean CDP, Virginia","","","","","","","",""
"    Estimate","49,145","13,399","2,239","2,717","6,111","7,157","6,445","11,077"
"McNair CDP, Virginia","","","","","","","",""
"    Estimate","23,282","5,585","865","7,550","4,961","2,932","770","619"
"Manassas city, Virginia","","","","","","","",""
"    Estimate","41,085","12,384","2,444","5,707","6,010","6,019","3,595","4,926"
"Marumsco CDP, Virginia","","","","","","","",""
"    Estimate","34,371","7,415","4,759","4,991","4,957","5,394","3,625","3,230"
"Meadowbrook CDP, Virginia","","","","","","","",""
"    Estimate","22,355","4,699","2,499","3,692","2,930","2,780","2,524","3,231"
"Mechanicsville CDP, Virginia","","","","","","","",""
"    Estimate","38,002","8,520","2,818","3,339","5,379","5,698","5,359","6,889"
"Montclair CDP, Virginia","","","","","","","",""
"    Estimate","21,702","4,636","2,161","2,752","2,830","2,850","2,803","3,670"
"Neabsco CDP, Virginia","","","","","","","",""
"    Estimate","20,894","5,507","1,671","3,411","3,939","2,692","2,440","1,234"
"Newport News city, Virginia","","","","","","","",""
"    Estimate","179,225","41,753","20,261","31,523","21,751","18,591","21,114","24,232"
"Norfolk city, Virginia","","","","","","","",""
"    Estimate","242,742","46,858","43,719","45,947","28,126","23,199","26,639","28,254"
"Oakton CDP, Virginia","","","","","","","",""
