"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"Danville city, Virginia","","",""
"    Estimate","38,534","3,072","5,651"
"Fairfax city, Virginia","","",""
"    Estimate","23,398","1,547","808"
"Fair Oaks CDP, Virginia","","",""
"    Estimate","35,177","2,439","358"
"Franconia CDP, Virginia","","",""
"    Estimate","","",""
"Fredericksburg city, Virginia","","",""
"    Estimate","26,496","3,822","3,067"
"Hampton city, Virginia","","",""
"    Estimate","129,153","8,636","9,193"
"Harrisonburg city, Virginia","","",""
"    Estimate","45,904","9,212","3,197"
"Herndon town, Virginia","","",""
"    Estimate","24,600","305","341"
"Hopewell city, Virginia","","",""
"    Estimate","22,787","2,072","3,291"
"Hybla Valley CDP, Virginia","","",""
"    Estimate","28,657","4,268","4,202"
"Lake Ridge CDP, Virginia","","",""
"    Estimate","43,027","791","1,221"
"Leesburg town, Virginia","","",""
"    Estimate","53,169","2,688","1,019"
"Lincolnia CDP, Virginia","","",""
"    Estimate","21,557","183","1,752"
"Linton Hall CDP, Virginia","","",""
"    Estimate","","",""
"Lorton CDP, Virginia","","",""
"    Estimate","","",""
"Lynchburg city, Virginia","","",""
"    Estimate","72,374","4,632","6,086"
"McLean CDP, Virginia","","",""
"    Estimate","48,927","896","419"
"McNair CDP, Virginia","","",""
"    Estimate","","",""
"Manassas city, Virginia","","",""
"    Estimate","41,085","895","258"
"Marumsco CDP, Virginia","","",""
"    Estimate","33,331","2,480","2,157"
"Meadowbrook CDP, Virginia","","",""
"    Estimate","22,078","1,647","986"
"Mechanicsville CDP, Virginia","","",""
"    Estimate","37,809","885","904"
"Montclair CDP, Virginia","","",""
"    Estimate","","",""
"Neabsco CDP, Virginia","","",""
"    Estimate","","",""
"Newport News city, Virginia","","",""
"    Estimate","170,897","14,031","11,213"
"Norfolk city, Virginia","","",""
"    Estimate","217,451","19,026","20,004"
"Oakton CDP, Virginia","","",""
"    Estimate","35,802","1,253","950"
"Petersburg city, Virginia","","",""
"    Estimate","30,739","3,233","3,144"
"Portsmouth city, Virginia","","",""
"    Estimate","90,257","8,282","9,041"
"Reston CDP, Virginia","","",""
"    Estimate","60,031","2,520","1,333"
"Richmond city, Virginia","","",""
"    Estimate","219,742","20,798","20,718"
"Roanoke city, Virginia","","",""
"    Estimate","97,441","6,939","13,153"
"Rose Hill CDP (Fairfax County), Virginia","","",""
"    Estimate","20,948","160","67"
"Salem city, Virginia","","",""
"    Estimate","22,516","1,235","951"
"Short Pump CDP, Virginia","","",""
"    Estimate","29,696","1,600","389"
"South Riding CDP, Virginia","","",""
"    Estimate","","",""
"Springfield CDP, Virginia","","",""
"    Estimate","29,115","309","918"
"Staunton city, Virginia","","",""
"    Estimate","23,640","1,112","962"
"Sterling CDP, Virginia","","",""
"    Estimate","30,679","614","882"
"Sudley CDP, Virginia","","",""
"    Estimate","22,032","369","818"
"Suffolk city, Virginia","","",""
"    Estimate","91,512","3,410","4,252"
"Tuckahoe CDP, Virginia","","",""
"    Estimate","51,730","1,099","4,623"
"Tysons CDP, Virginia","","",""
"    Estimate","25,516","2,280","929"
"Virginia Beach city, Virginia","","",""
"    Estimate","440,582","13,043","16,796"
"Waynesboro city, Virginia","","",""
"    Estimate","22,169","1,078","1,429"
"West Falls Church CDP, Virginia","","",""
"    Estimate","25,597","773","1,006"
"West Springfield CDP, Virginia","","",""
"    Estimate","25,203","206","1,935"
"Winchester city, Virginia","","",""
"    Estimate","26,910","863","3,068"
"Woodlawn CDP (Fairfax County), Virginia","","",""
"    Estimate","","",""
"Auburn city, Washington","","",""
"    Estimate","81,084","2,390","4,223"
"Bainbridge Island city, Washington","","",""
"    Estimate","25,145","517","255"
"Battle Ground city, Washington","","",""
"    Estimate","19,593","1,278","976"
"Bellevue city, Washington","","",""
"    Estimate","147,631","2,487","6,166"
"Bellingham city, Washington","","",""
"    Estimate","87,856","7,941","8,181"
"Bonney Lake city, Washington","","",""
"    Estimate","","",""
"Bothell city, Washington","","",""
"    Estimate","48,981","1,152","1,413"
"Bothell West CDP, Washington","","",""
"    Estimate","24,039","248","684"
"Bremerton city, Washington","","",""
"    Estimate","36,900","1,575","3,505"
"Burien city, Washington","","",""
"    Estimate","51,103","2,028","2,167"
"Camas city, Washington","","",""
"    Estimate","","",""
"Cottage Lake CDP, Washington","","",""
"    Estimate","","",""
"Des Moines city, Washington","","",""
"    Estimate","32,037","1,075","435"
"Eastmont CDP, Washington","","",""
"    Estimate","","",""
"Edmonds city, Washington","","",""
"    Estimate","42,286","226","1,368"
"Ellensburg city, Washington","","",""
"    Estimate","16,456","2,568","1,463"
"Everett city, Washington","","",""
"    Estimate","107,595","3,498","8,210"
"Fairwood CDP (King County), Washington","","",""
"    Estimate","22,609","459","2,936"
"Federal Way city, Washington","","",""
"    Estimate","95,710","5,189","2,296"
"Five Corners CDP, Washington","","",""
"    Estimate","20,579","293","1,024"
"Frederickson CDP, Washington","","",""
"    Estimate","21,965","531","411"
"Graham CDP, Washington","","",""
"    Estimate","27,789","1,021","1,228"
"Hazel Dell CDP, Washington","","",""
"    Estimate","24,147","1,870","1,097"
"Issaquah city, Washington","","",""
"    Estimate","39,197","1,773","1,569"
"Kenmore city, Washington","","",""
"    Estimate","22,523","492","1,008"
"Kennewick city, Washington","","",""
"    Estimate","82,934","4,936","6,015"
"Kent city, Washington","","",""
"    Estimate","130,407","5,348","7,405"
"Kirkland city, Washington","","",""
"    Estimate","91,870","3,175","1,504"
"Lacey city, Washington","","",""
"    Estimate","51,702","2,224","2,394"
"Lake Stevens city, Washington","","",""
"    Estimate","33,638","539","1,003"
"Lakewood city, Washington","","",""
"    Estimate","59,839","3,366","3,787"
"Longview city, Washington","","",""
"    Estimate","37,568","2,908","1,833"
"Lynden city, Washington","","",""
"    Estimate","","",""
"Lynnwood city, Washington","","",""
"    Estimate","38,558","1,175","3,506"
"Maple Valley city, Washington","","",""
"    Estimate","","",""
"Martha Lake CDP, Washington","","",""
"    Estimate","20,624","306","520"
"Marysville city, Washington","","",""
"    Estimate","70,007","2,365","2,614"
"Mercer Island city, Washington","","",""
"    Estimate","25,704","1,577","758"
"Mill Creek city, Washington","","",""
"    Estimate","","",""
"Mill Creek East CDP, Washington","","",""
"    Estimate","","",""
"Monroe city, Washington","","",""
"    Estimate","","",""
"Moses Lake city, Washington","","",""
"    Estimate","23,886","3,331","649"
"Mountlake Terrace city, Washington","","",""
"    Estimate","20,689","873","168"
"Mount Vernon city, Washington","","",""
"    Estimate","34,040","3,557","2,357"
"Mukilteo city, Washington","","",""
"    Estimate","24,631","91","401"
"North Lynnwood CDP, Washington","","",""
"    Estimate","29,680","847","510"
"Oak Harbor city, Washington","","",""
"    Estimate","26,112","629","993"
"Olympia city, Washington","","",""
"    Estimate","51,509","3,056","3,625"
"Orchards CDP, Washington","","",""
"    Estimate","26,763","803","2,957"
"Parkland CDP, Washington","","",""
"    Estimate","38,465","3,817","1,999"
"Pasco city, Washington","","",""
"    Estimate","74,408","5,455","6,468"
"Port Angeles city, Washington","","",""
"    Estimate","19,118","693","790"
"Pullman city, Washington","","",""
"    Estimate","27,810","7,346","4,177"
"Puyallup city, Washington","","",""
"    Estimate","41,684","1,156","1,981"
"Redmond city, Washington","","",""
"    Estimate","71,715","1,659","1,707"
"Renton city, Washington","","",""
"    Estimate","101,304","3,075","4,259"
"Richland city, Washington","","",""
"    Estimate","57,887","1,087","4,507"
"Sammamish city, Washington","","",""
"    Estimate","","",""
"SeaTac city, Washington","","",""
"    Estimate","28,218","1,075","3,368"
"Seattle city, Washington","","",""
"    Estimate","732,564","35,489","36,321"
"Shoreline city, Washington","","",""
"    Estimate","56,046","1,436","1,825"
"Silverdale CDP, Washington","","",""
"    Estimate","26,153","1,857","334"
"Silver Firs CDP, Washington","","",""
"    Estimate","20,345","316","333"
"South Hill CDP, Washington","","",""
"    Estimate","65,682","2,025","1,510"
"Spanaway CDP, Washington","","",""
"    Estimate","32,369","1,775","1,289"
"Spokane city, Washington","","",""
"    Estimate","215,331","15,294","19,471"
"Spokane Valley city, Washington","","",""
"    Estimate","99,966","5,554","6,138"
"Tacoma city, Washington","","",""
"    Estimate","213,957","12,151","14,746"
"Tukwila city, Washington","","",""
"    Estimate","20,594","784","872"
"Tumwater city, Washington","","",""
"    Estimate","23,926","395","1,147"
"Union Hill-Novelty Hill CDP, Washington","","",""
"    Estimate","","",""
"University Place city, Washington","","",""
"    Estimate","33,732","1,140","1,707"
"Vancouver city, Washington","","",""
"    Estimate","182,173","8,920","15,893"
"Walla Walla city, Washington","","",""
"    Estimate","28,808","1,326","2,515"
"Wenatchee city, Washington","","",""
"    Estimate","33,735","3,255","2,948"
"Yakima city, Washington","","",""
"    Estimate","90,977","8,298","10,182"
"Charleston city, West Virginia","","",""
"    Estimate","44,972","5,822","4,624"
"Huntington city, West Virginia","","",""
"    Estimate","42,874","5,760","6,176"
"Martinsburg city, West Virginia","","",""
"    Estimate","19,488","3,931","2,556"
"Morgantown city, West Virginia","","",""
"    Estimate","25,543","6,789","3,618"
"Parkersburg city, West Virginia","","",""
"    Estimate","29,020","1,902","3,460"
"Wheeling city, West Virginia","","",""
"    Estimate","26,130","1,738","2,402"
"Appleton city, Wisconsin","","",""
"    Estimate","72,926","2,068","6,316"
"Beloit city, Wisconsin","","",""
"    Estimate","34,778","2,720","5,969"
"Brookfield city, Wisconsin","","",""
"    Estimate","38,632","322","997"
"Caledonia village, Wisconsin","","",""
"    Estimate","25,190","571","546"
"De Pere city, Wisconsin","","",""
"    Estimate","23,074","279","1,092"
"Eau Claire city, Wisconsin","","",""
"    Estimate","64,935","4,847","3,431"
"Fitchburg city, Wisconsin","","",""
"    Estimate","29,716","847","1,556"
"Fond du Lac city, Wisconsin","","",""
"    Estimate","40,838","671","2,948"
"Fox Crossing village, Wisconsin","","",""
"    Estimate","20,768","563","339"
"Franklin city, Wisconsin","","",""
"    Estimate","33,701","303","992"
"Germantown village, Wisconsin","","",""
"    Estimate","21,412","254","306"
"Green Bay city, Wisconsin","","",""
"    Estimate","101,363","5,036","12,011"
"Greenfield city, Wisconsin","","",""
"    Estimate","36,907","1,151","1,741"
"Janesville city, Wisconsin","","",""
"    Estimate","62,674","4,700","3,300"
"Kenosha city, Wisconsin","","",""
"    Estimate","96,732","6,011","6,166"
"La Crosse city, Wisconsin","","",""
"    Estimate","46,849","4,647","6,344"
"Madison city, Wisconsin","","",""
"    Estimate","248,242","21,595","14,813"
"Manitowoc city, Wisconsin","","",""
"    Estimate","32,071","667","3,241"
"Menomonee Falls village, Wisconsin","","",""
"    Estimate","37,854","937","536"
"Mequon city, Wisconsin","","",""
"    Estimate","22,804","531","439"
"Middleton city, Wisconsin","","",""
"    Estimate","23,991","256","463"
"Milwaukee city, Wisconsin","","",""
"    Estimate","573,005","61,095","67,460"
"Mount Pleasant village, Wisconsin","","",""
"    Estimate","26,799","678","1,490"
"Muskego city, Wisconsin","","",""
"    Estimate","","",""
"Neenah city, Wisconsin","","",""
"    Estimate","26,124","497","2,642"
"New Berlin city, Wisconsin","","",""
"    Estimate","39,545","230","149"
"Oak Creek city, Wisconsin","","",""
"    Estimate","36,327","1,197","541"
"Oshkosh city, Wisconsin","","",""
"    Estimate","60,035","3,327","4,228"
"Racine city, Wisconsin","","",""
"    Estimate","74,707","6,626","8,603"
"Sheboygan city, Wisconsin","","",""
"    Estimate","47,073","2,578","2,796"
"Stevens Point city, Wisconsin","","",""
"    Estimate","22,252","2,402","2,647"
"Sun Prairie city, Wisconsin","","",""
"    Estimate","34,515","1,265","904"
"Superior city, Wisconsin","","",""
"    Estimate","24,882","1,494","2,127"
"Watertown city, Wisconsin","","",""
"    Estimate","21,379","1,241","764"
"Waukesha city, Wisconsin","","",""
"    Estimate","69,685","4,259","2,902"
"Wausau city, Wisconsin","","",""
"    Estimate","37,804","1,536","2,959"
"Wauwatosa city, Wisconsin","","",""
"    Estimate","47,559","1,174","1,068"
"West Allis city, Wisconsin","","",""
"    Estimate","58,959","2,032","3,163"
"West Bend city, Wisconsin","","",""
"    Estimate","31,065","514","1,080"
"Casper city, Wyoming","","",""
"    Estimate","52,280","2,482","3,507"
"Cheyenne city, Wyoming","","",""
"    Estimate","62,894","2,735","3,501"
"Gillette city, Wyoming","","",""
"    Estimate","32,465","998","2,026"
"Laramie city, Wyoming","","",""
"    Estimate","29,634","3,324","3,008"
"Rock Springs city, Wyoming","","",""
"    Estimate","22,428","149","1,876"
"Arecibo zona urbana, Puerto Rico","","",""
"    Estimate","37,888","11,268","8,649"
"Bayamón zona urbana, Puerto Rico","","",""
"    Estimate","148,418","23,942","22,313"
"Caguas zona urbana, Puerto Rico","","",""
"    Estimate","69,934","13,899","13,869"
"Carolina zona urbana, Puerto Rico","","",""
"    Estimate","133,378","25,079","20,115"
"Cataño zona urbana, Puerto Rico","","",""
"    Estimate","23,121","7,450","5,263"
"Fajardo zona urbana, Puerto Rico","","",""
"    Estimate","27,362","7,092","5,434"
"Guaynabo zona urbana, Puerto Rico","","",""
"    Estimate","62,299","5,102","6,598"
"Levittown comunidad, Puerto Rico","","",""
"    Estimate","24,509","3,691","3,692"
