"Label (Grouping)","Total:","Total:!!9th to 12th grade, no diploma","Total:!!High school graduate (includes equivalency)","Total:!!Bachelor's degree","Total:!!Graduate or professional degree"
"    Estimate","13,716","473","2,162","3,643","2,392"
"Newport News city, Virginia","","","","",""
"    Estimate","117,211","7,869","35,611","18,141","12,628"
"Norfolk city, Virginia","","","","",""
"    Estimate","152,165","12,749","39,397","28,822","17,838"
"Oakton CDP, Virginia","","","","",""
"    Estimate","24,327","639","2,253","6,569","9,914"
"Petersburg city, Virginia","","","","",""
"    Estimate","21,779","1,386","7,685","3,426","2,054"
"Portsmouth city, Virginia","","","","",""
"    Estimate","63,624","6,366","18,627","9,064","4,666"
"Reston CDP, Virginia","","","","",""
"    Estimate","44,724","2,481","4,590","15,689","13,883"
"Richmond city, Virginia","","","","",""
"    Estimate","163,388","17,354","35,423","38,741","25,490"
"Roanoke city, Virginia","","","","",""
"    Estimate","68,745","4,915","24,386","9,459","6,879"
"Rose Hill CDP (Fairfax County), Virginia","","","","",""
"    Estimate","13,650","134","2,718","3,376","3,805"
"Salem city, Virginia","","","","",""
"    Estimate","16,819","1,177","4,988","3,154","1,192"
"Short Pump CDP, Virginia","","","","",""
"    Estimate","21,199","555","1,551","7,333","7,429"
"South Riding CDP, Virginia","","","","",""
"    Estimate","20,087","175","2,855","7,354","6,350"
"Springfield CDP, Virginia","","","","",""
"    Estimate","23,065","1,162","4,740","5,589","4,078"
"Staunton city, Virginia","","","","",""
"    Estimate","17,884","1,215","5,618","2,683","3,498"
"Sterling CDP, Virginia","","","","",""
"    Estimate","20,472","2,501","4,058","4,597","2,124"
"Sudley CDP, Virginia","","","","",""
"    Estimate","14,737","310","2,528","3,924","1,025"
"Suffolk city, Virginia","","","","",""
"    Estimate","62,892","4,124","15,761","12,269","7,171"
"Tuckahoe CDP, Virginia","","","","",""
"    Estimate","34,933","1,321","5,634","10,963","7,971"
"Tysons CDP, Virginia","","","","",""
"    Estimate","18,351","64","962","5,902","8,560"
"Virginia Beach city, Virginia","","","","",""
"    Estimate","310,431","13,020","58,145","71,164","47,433"
"Waynesboro city, Virginia","","","","",""
"    Estimate","15,835","1,259","4,720","2,422","2,326"
"West Falls Church CDP, Virginia","","","","",""
"    Estimate","19,812","1,431","3,105","6,245","4,726"
"West Springfield CDP, Virginia","","","","",""
"    Estimate","16,988","427","2,431","5,245","4,508"
"Winchester city, Virginia","","","","",""
"    Estimate","17,953","1,494","4,654","2,854","3,031"
"Woodlawn CDP (Fairfax County), Virginia","","","","",""
"    Estimate","14,795","881","2,707","2,857","1,278"
"Auburn city, Washington","","","","",""
"    Estimate","54,215","4,112","15,486","11,212","5,022"
"Bainbridge Island city, Washington","","","","",""
"    Estimate","19,316","148","922","8,575","6,535"
"Battle Ground city, Washington","","","","",""
"    Estimate","12,964","0","4,182","1,840","1,443"
"Bellevue city, Washington","","","","",""
"    Estimate","106,863","1,470","7,674","37,978","38,057"
"Bellingham city, Washington","","","","",""
"    Estimate","58,377","2,281","10,109","16,606","10,426"
"Bonney Lake city, Washington","","","","",""
"    Estimate","14,201","359","3,633","2,752","1,323"
"Bothell city, Washington","","","","",""
"    Estimate","35,196","1,012","3,450","12,667","8,964"
"Bothell West CDP, Washington","","","","",""
"    Estimate","16,918","83","2,335","5,665","3,042"
"Bremerton city, Washington","","","","",""
"    Estimate","26,979","709","6,886","3,858","2,841"
"Burien city, Washington","","","","",""
"    Estimate","37,477","2,756","8,073","7,050","2,636"
"Camas city, Washington","","","","",""
"    Estimate","15,738","299","2,899","4,471","3,627"
"Cottage Lake CDP, Washington","","","","",""
"    Estimate","16,207","123","1,634","6,796","4,497"
"Des Moines city, Washington","","","","",""
"    Estimate","23,564","1,502","4,600","4,561","2,297"
"Eastmont CDP, Washington","","","","",""
"    Estimate","14,699","331","2,548","4,634","2,260"
"Edmonds city, Washington","","","","",""
"    Estimate","31,608","387","6,313","9,162","4,672"
"Ellensburg city, Washington","","","","",""
"    Estimate","9,722","739","2,695","1,839","1,677"
"Everett city, Washington","","","","",""
"    Estimate","78,327","4,832","19,741","15,001","5,428"
"Fairwood CDP (King County), Washington","","","","",""
"    Estimate","16,282","601","3,643","4,191","2,277"
"Federal Way city, Washington","","","","",""
"    Estimate","62,366","3,788","18,346","12,024","6,073"
"Five Corners CDP, Washington","","","","",""
"    Estimate","13,942","1,498","4,493","2,132","637"
"Frederickson CDP, Washington","","","","",""
"    Estimate","14,777","669","4,348","1,988","1,197"
"Graham CDP, Washington","","","","",""
"    Estimate","18,725","1,085","6,231","1,660","1,106"
"Hazel Dell CDP, Washington","","","","",""
"    Estimate","16,721","882","5,475","2,943","1,057"
"Issaquah city, Washington","","","","",""
"    Estimate","28,628","614","2,597","10,723","8,600"
"Kenmore city, Washington","","","","",""
"    Estimate","16,172","269","2,860","4,508","3,263"
"Kennewick city, Washington","","","","",""
"    Estimate","56,097","3,724","15,733","10,410","5,221"
"Kent city, Washington","","","","",""
"    Estimate","88,712","5,487","22,013","16,946","6,822"
"Kirkland city, Washington","","","","",""
"    Estimate","65,628","1,242","7,485","24,291","16,841"
"Lacey city, Washington","","","","",""
"    Estimate","36,569","2,454","8,173","6,921","4,798"
"Lake Stevens city, Washington","","","","",""
"    Estimate","21,973","954","6,937","3,980","2,190"
"Lakewood city, Washington","","","","",""
"    Estimate","40,354","3,701","11,094","5,245","3,000"
"Longview city, Washington","","","","",""
"    Estimate","26,706","2,139","6,614","2,751","1,549"
"Lynden city, Washington","","","","",""
"    Estimate","10,966","1,014","3,262","1,047","1,009"
"Lynnwood city, Washington","","","","",""
"    Estimate","31,027","2,250","5,857","6,362","2,717"
"Maple Valley city, Washington","","","","",""
"    Estimate","16,633","445","2,543","4,066","3,103"
"Martha Lake CDP, Washington","","","","",""
"    Estimate","14,526","1,132","1,660","4,416","1,827"
"Marysville city, Washington","","","","",""
"    Estimate","46,438","1,989","14,785","7,728","2,291"
"Mercer Island city, Washington","","","","",""
"    Estimate","20,062","207","1,498","8,370","6,273"
"Mill Creek city, Washington","","","","",""
"    Estimate","17,090","341","2,385","4,754","3,878"
"Mill Creek East CDP, Washington","","","","",""
"    Estimate","16,217","190","2,046","4,628","4,074"
"Monroe city, Washington","","","","",""
"    Estimate","14,370","986","3,449","2,387","915"
"Moses Lake city, Washington","","","","",""
"    Estimate","15,403","1,732","3,702","2,275","1,041"
"Mountlake Terrace city, Washington","","","","",""
"    Estimate","15,748","43","3,137","3,468","1,473"
"Mount Vernon city, Washington","","","","",""
"    Estimate","24,224","1,265","6,842","3,893","2,083"
"Mukilteo city, Washington","","","","",""
"    Estimate","17,440","472","2,879","4,997","3,858"
"North Lynnwood CDP, Washington","","","","",""
"    Estimate","19,138","973","3,697","6,239","1,525"
"Oak Harbor city, Washington","","","","",""
"    Estimate","16,472","781","2,788","2,939","1,759"
"Olympia city, Washington","","","","",""
"    Estimate","39,805","1,683","7,506","9,928","6,313"
"Orchards CDP, Washington","","","","",""
"    Estimate","17,220","646","5,510","2,099","1,113"
"Parkland CDP, Washington","","","","",""
"    Estimate","25,007","1,290","8,659","4,251","938"
"Pasco city, Washington","","","","",""
"    Estimate","42,199","4,722","11,742","4,963","2,259"
"Port Angeles city, Washington","","","","",""
"    Estimate","14,890","1,026","3,700","2,828","2,163"
"Pullman city, Washington","","","","",""
"    Estimate","13,198","277","1,239","3,763","4,314"
"Puyallup city, Washington","","","","",""
"    Estimate","33,149","2,036","9,275","5,609","2,347"
"Redmond city, Washington","","","","",""
"    Estimate","52,472","1,079","3,987","19,161","19,309"
"Renton city, Washington","","","","",""
"    Estimate","74,004","2,626","17,175","16,735","10,322"
"Richland city, Washington","","","","",""
"    Estimate","38,760","1,176","7,391","9,973","6,435"
"Sammamish city, Washington","","","","",""
"    Estimate","42,221","669","1,767","17,287","15,420"
"SeaTac city, Washington","","","","",""
"    Estimate","20,335","939","6,255","3,059","979"
"Seattle city, Washington","","","","",""
"    Estimate","565,224","13,807","53,835","208,720","158,749"
"Shoreline city, Washington","","","","",""
"    Estimate","41,959","1,361","6,409","13,727","8,215"
"Silverdale CDP, Washington","","","","",""
"    Estimate","17,745","190","3,567","3,914","1,957"
"Silver Firs CDP, Washington","","","","",""
"    Estimate","13,608","198","2,379","4,212","2,199"
"South Hill CDP, Washington","","","","",""
"    Estimate","42,082","2,452","11,450","8,754","4,123"
"Spanaway CDP, Washington","","","","",""
"    Estimate","22,041","1,950","7,765","2,168","763"
"Spokane city, Washington","","","","",""
"    Estimate","155,305","9,763","33,110","31,286","17,578"
"Spokane Valley city, Washington","","","","",""
"    Estimate","70,226","2,192","20,846","9,294","5,124"
"Tacoma city, Washington","","","","",""
"    Estimate","150,410","8,616","39,920","32,901","16,837"
"Tukwila city, Washington","","","","",""
"    Estimate","14,932","1,775","4,533","2,233","914"
"Tumwater city, Washington","","","","",""
"    Estimate","18,629","882","2,508","4,795","2,289"
"Union Hill-Novelty Hill CDP, Washington","","","","",""
"    Estimate","17,733","191","1,796","6,803","5,194"
"University Place city, Washington","","","","",""
"    Estimate","21,586","545","3,647","6,586","3,828"
"Vancouver city, Washington","","","","",""
"    Estimate","128,028","7,779","31,923","27,294","13,227"
"Walla Walla city, Washington","","","","",""
"    Estimate","23,010","1,138","5,332","3,568","3,483"
"Wenatchee city, Washington","","","","",""
"    Estimate","22,233","1,922","5,441","3,931","1,548"
"Yakima city, Washington","","","","",""
"    Estimate","58,803","6,959","15,369","6,541","3,654"
"Charleston city, West Virginia","","","","",""
"    Estimate","35,897","2,777","10,526","6,623","6,860"
"Huntington city, West Virginia","","","","",""
"    Estimate","29,396","2,604","9,097","4,686","3,898"
"Martinsburg city, West Virginia","","","","",""
"    Estimate","13,271","1,708","4,343","2,132","1,067"
"Morgantown city, West Virginia","","","","",""
"    Estimate","14,929","1,248","1,734","4,076","4,775"
"Parkersburg city, West Virginia","","","","",""
"    Estimate","21,078","2,426","7,823","1,809","1,451"
"Wheeling city, West Virginia","","","","",""
"    Estimate","19,228","869","7,072","3,333","2,318"
"Appleton city, Wisconsin","","","","",""
"    Estimate","49,310","1,924","11,902","11,722","5,407"
"Beloit city, Wisconsin","","","","",""
"    Estimate","21,727","2,008","8,580","2,245","995"
"Brookfield city, Wisconsin","","","","",""
"    Estimate","28,122","384","4,925","8,976","7,611"
"Caledonia village, Wisconsin","","","","",""
"    Estimate","17,199","907","4,721","3,904","1,646"
"De Pere city, Wisconsin","","","","",""
"    Estimate","15,254","352","3,414","3,894","2,393"
"Eau Claire city, Wisconsin","","","","",""
"    Estimate","42,443","1,041","10,489","9,272","4,878"
"Fitchburg city, Wisconsin","","","","",""
"    Estimate","22,129","1,438","3,000","6,330","6,006"
"Fond du Lac city, Wisconsin","","","","",""
"    Estimate","28,951","1,529","10,262","3,996","2,723"
"Fox Crossing village, Wisconsin","","","","",""
"    Estimate","14,648","1,451","3,634","2,936","1,718"
"Franklin city, Wisconsin","","","","",""
"    Estimate","26,801","1,106","6,365","7,869","3,603"
"Germantown village, Wisconsin","","","","",""
"    Estimate","14,934","619","2,717","5,140","1,575"
"Green Bay city, Wisconsin","","","","",""
"    Estimate","68,646","3,419","21,807","12,088","4,229"
"Greenfield city, Wisconsin","","","","",""
"    Estimate","29,234","1,020","10,977","5,961","1,834"
"Janesville city, Wisconsin","","","","",""
"    Estimate","44,893","2,535","16,390","7,141","3,046"
"Kenosha city, Wisconsin","","","","",""
"    Estimate","65,080","3,833","20,177","10,648","6,820"
"La Crosse city, Wisconsin","","","","",""
"    Estimate","30,555","1,306","9,671","6,426","4,380"
"Madison city, Wisconsin","","","","",""
"    Estimate","166,784","4,558","23,075","53,138","43,797"
"Manitowoc city, Wisconsin","","","","",""
"    Estimate","23,629","1,092","8,761","3,703","1,973"
"Menomonee Falls village, Wisconsin","","","","",""
"    Estimate","28,366","619","6,480","8,413","4,844"
"Mequon city, Wisconsin","","","","",""
"    Estimate","16,620","0","2,763","6,595","4,493"
"Middleton city, Wisconsin","","","","",""
"    Estimate","15,843","202","912","6,160","5,121"
"Milwaukee city, Wisconsin","","","","",""
"    Estimate","372,155","33,111","113,961","62,990","32,791"
"Mount Pleasant village, Wisconsin","","","","",""
"    Estimate","19,342","1,514","4,500","3,295","2,599"
"Muskego city, Wisconsin","","","","",""
"    Estimate","16,822","197","3,881","4,307","2,477"
"Neenah city, Wisconsin","","","","",""
"    Estimate","18,120","742","5,090","5,162","2,099"
"New Berlin city, Wisconsin","","","","",""
"    Estimate","29,973","734","6,158","9,730","4,354"
"Oak Creek city, Wisconsin","","","","",""
"    Estimate","26,411","574","7,228","5,525","2,699"
"Oshkosh city, Wisconsin","","","","",""
"    Estimate","44,867","3,098","16,177","8,793","2,910"
"Racine city, Wisconsin","","","","",""
"    Estimate","49,290","6,272","16,424","5,603","3,691"
"Sheboygan city, Wisconsin","","","","",""
"    Estimate","31,944","1,376","11,674","6,141","1,057"
"Stevens Point city, Wisconsin","","","","",""
"    Estimate","14,532","762","4,143","4,458","1,642"
"Sun Prairie city, Wisconsin","","","","",""
"    Estimate","23,944","329","4,535","9,163","3,293"
