"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"Fairfax city, Virginia","","",""
"    Estimate","8,309","8,205","104"
"Fair Oaks CDP, Virginia","","",""
"    Estimate","16,983","16,860","123"
"Franconia CDP, Virginia","","",""
"    Estimate","9,103","8,259","844"
"Fredericksburg city, Virginia","","",""
"    Estimate","12,102","10,916","1,186"
"Hampton city, Virginia","","",""
"    Estimate","60,130","55,633","4,497"
"Harrisonburg city, Virginia","","",""
"    Estimate","18,361","16,636","1,725"
"Herndon town, Virginia","","",""
"    Estimate","8,389","8,149","240"
"Hopewell city, Virginia","","",""
"    Estimate","10,302","9,763","539"
"Hybla Valley CDP, Virginia","","",""
"    Estimate","7,859","7,859","0"
"Lake Ridge CDP, Virginia","","",""
"    Estimate","15,778","14,647","1,131"
"Leesburg town, Virginia","","",""
"    Estimate","18,939","18,108","831"
"Lincolnia CDP, Virginia","","",""
"    Estimate","7,616","7,438","178"
"Linton Hall CDP, Virginia","","",""
"    Estimate","12,571","12,401","170"
"Lorton CDP, Virginia","","",""
"    Estimate","6,205","6,143","62"
"Lynchburg city, Virginia","","",""
"    Estimate","32,529","28,950","3,579"
"McLean CDP, Virginia","","",""
"    Estimate","17,106","16,229","877"
"McNair CDP, Virginia","","",""
"    Estimate","9,112","8,906","206"
"Manassas city, Virginia","","",""
"    Estimate","14,149","13,465","684"
"Marumsco CDP, Virginia","","",""
"    Estimate","12,395","11,209","1,186"
"Meadowbrook CDP, Virginia","","",""
"    Estimate","7,877","7,485","392"
"Mechanicsville CDP, Virginia","","",""
"    Estimate","15,162","14,357","805"
"Montclair CDP, Virginia","","",""
"    Estimate","6,808","6,654","154"
"Neabsco CDP, Virginia","","",""
"    Estimate","6,546","6,546","0"
"Newport News city, Virginia","","",""
"    Estimate","77,931","70,918","7,013"
"Norfolk city, Virginia","","",""
"    Estimate","98,476","88,387","10,089"
"Oakton CDP, Virginia","","",""
"    Estimate","13,596","13,263","333"
"Petersburg city, Virginia","","",""
"    Estimate","16,309","12,915","3,394"
"Portsmouth city, Virginia","","",""
"    Estimate","40,906","36,089","4,817"
"Reston CDP, Virginia","","",""
"    Estimate","27,020","25,831","1,189"
"Richmond city, Virginia","","",""
"    Estimate","101,240","89,878","11,362"
"Roanoke city, Virginia","","",""
"    Estimate","46,941","40,810","6,131"
"Rose Hill CDP (Fairfax County), Virginia","","",""
"    Estimate","6,437","6,181","256"
"Salem city, Virginia","","",""
"    Estimate","10,851","9,875","976"
"Short Pump CDP, Virginia","","",""
"    Estimate","12,621","12,003","618"
"South Riding CDP, Virginia","","",""
"    Estimate","9,897","9,861","36"
"Springfield CDP, Virginia","","",""
"    Estimate","10,487","10,140","347"
"Staunton city, Virginia","","",""
"    Estimate","11,832","10,697","1,135"
"Sterling CDP, Virginia","","",""
"    Estimate","10,022","9,335","687"
"Sudley CDP, Virginia","","",""
"    Estimate","5,990","5,785","205"
"Suffolk city, Virginia","","",""
"    Estimate","37,954","34,597","3,357"
"Tuckahoe CDP, Virginia","","",""
"    Estimate","21,381","20,182","1,199"
"Tysons CDP, Virginia","","",""
"    Estimate","13,633","12,007","1,626"
"Virginia Beach city, Virginia","","",""
"    Estimate","186,468","175,029","11,439"
"Waynesboro city, Virginia","","",""
"    Estimate","11,551","10,494","1,057"
"West Falls Church CDP, Virginia","","",""
"    Estimate","10,400","9,695","705"
"West Springfield CDP, Virginia","","",""
"    Estimate","8,048","8,048","0"
"Winchester city, Virginia","","",""
"    Estimate","11,144","9,726","1,418"
"Woodlawn CDP (Fairfax County), Virginia","","",""
"    Estimate","7,589","7,328","261"
"Auburn city, Washington","","",""
"    Estimate","31,726","29,665","2,061"
"Bainbridge Island city, Washington","","",""
"    Estimate","12,005","11,112","893"
"Battle Ground city, Washington","","",""
"    Estimate","7,775","7,475","300"
"Bellevue city, Washington","","",""
"    Estimate","63,685","59,316","4,369"
"Bellingham city, Washington","","",""
"    Estimate","41,555","38,664","2,891"
"Bonney Lake city, Washington","","",""
"    Estimate","7,305","7,048","257"
"Bothell city, Washington","","",""
"    Estimate","20,233","18,747","1,486"
"Bothell West CDP, Washington","","",""
"    Estimate","9,143","8,749","394"
"Bremerton city, Washington","","",""
"    Estimate","17,437","16,405","1,032"
"Burien city, Washington","","",""
"    Estimate","20,912","19,501","1,411"
"Camas city, Washington","","",""
"    Estimate","8,115","7,943","172"
"Cottage Lake CDP, Washington","","",""
"    Estimate","8,337","7,840","497"
"Des Moines city, Washington","","",""
"    Estimate","14,487","13,299","1,188"
"Eastmont CDP, Washington","","",""
"    Estimate","7,885","7,358","527"
"Edmonds city, Washington","","",""
"    Estimate","18,816","17,549","1,267"
"Ellensburg city, Washington","","",""
"    Estimate","9,537","8,615","922"
"Everett city, Washington","","",""
"    Estimate","47,724","44,219","3,505"
"Fairwood CDP (King County), Washington","","",""
"    Estimate","8,235","7,602","633"
"Federal Way city, Washington","","",""
"    Estimate","37,401","34,971","2,430"
"Five Corners CDP, Washington","","",""
"    Estimate","6,646","6,646","0"
"Frederickson CDP, Washington","","",""
"    Estimate","7,986","7,185","801"
"Graham CDP, Washington","","",""
"    Estimate","9,761","8,977","784"
"Hazel Dell CDP, Washington","","",""
"    Estimate","9,671","9,459","212"
"Issaquah city, Washington","","",""
"    Estimate","16,386","15,931","455"
"Kenmore city, Washington","","",""
"    Estimate","8,908","8,684","224"
"Kennewick city, Washington","","",""
"    Estimate","32,849","31,230","1,619"
"Kent city, Washington","","",""
"    Estimate","47,545","44,949","2,596"
"Kirkland city, Washington","","",""
"    Estimate","37,739","36,115","1,624"
"Lacey city, Washington","","",""
"    Estimate","21,307","20,493","814"
"Lake Stevens city, Washington","","",""
"    Estimate","11,624","11,417","207"
"Lakewood city, Washington","","",""
"    Estimate","28,096","25,374","2,722"
"Longview city, Washington","","",""
"    Estimate","16,791","16,232","559"
"Lynden city, Washington","","",""
"    Estimate","6,489","6,211","278"
"Lynnwood city, Washington","","",""
"    Estimate","16,186","15,902","284"
"Maple Valley city, Washington","","",""
"    Estimate","8,888","8,517","371"
"Martha Lake CDP, Washington","","",""
"    Estimate","6,724","6,724","0"
"Marysville city, Washington","","",""
"    Estimate","26,158","24,496","1,662"
"Mercer Island city, Washington","","",""
"    Estimate","11,107","10,243","864"
"Mill Creek city, Washington","","",""
"    Estimate","10,297","9,183","1,114"
"Mill Creek East CDP, Washington","","",""
"    Estimate","8,785","8,530","255"
"Monroe city, Washington","","",""
"    Estimate","6,323","5,955","368"
"Moses Lake city, Washington","","",""
"    Estimate","10,305","8,626","1,679"
"Mountlake Terrace city, Washington","","",""
"    Estimate","9,451","8,799","652"
"Mount Vernon city, Washington","","",""
"    Estimate","13,586","13,155","431"
"Mukilteo city, Washington","","",""
"    Estimate","8,676","8,416","260"
"North Lynnwood CDP, Washington","","",""
"    Estimate","11,003","10,927","76"
"Oak Harbor city, Washington","","",""
"    Estimate","11,608","11,032","576"
"Olympia city, Washington","","",""
"    Estimate","24,607","23,118","1,489"
"Orchards CDP, Washington","","",""
"    Estimate","8,751","8,751","0"
"Parkland CDP, Washington","","",""
"    Estimate","14,483","14,155","328"
"Pasco city, Washington","","",""
"    Estimate","23,617","22,747","870"
"Port Angeles city, Washington","","",""
"    Estimate","9,650","8,796","854"
"Pullman city, Washington","","",""
"    Estimate","13,639","12,008","1,631"
"Puyallup city, Washington","","",""
"    Estimate","19,432","18,851","581"
"Redmond city, Washington","","",""
"    Estimate","31,686","29,881","1,805"
"Renton city, Washington","","",""
"    Estimate","41,502","39,908","1,594"
"Richland city, Washington","","",""
"    Estimate","22,834","21,582","1,252"
"Sammamish city, Washington","","",""
"    Estimate","21,832","21,456","376"
"SeaTac city, Washington","","",""
"    Estimate","10,989","10,393","596"
"Seattle city, Washington","","",""
"    Estimate","372,011","343,988","28,023"
"Shoreline city, Washington","","",""
"    Estimate","23,705","21,663","2,042"
"Silverdale CDP, Washington","","",""
"    Estimate","9,819","9,676","143"
"Silver Firs CDP, Washington","","",""
"    Estimate","7,036","6,702","334"
"South Hill CDP, Washington","","",""
"    Estimate","22,521","21,371","1,150"
"Spanaway CDP, Washington","","",""
"    Estimate","11,853","11,519","334"
"Spokane city, Washington","","",""
"    Estimate","101,438","95,222","6,216"
"Spokane Valley city, Washington","","",""
"    Estimate","43,376","41,483","1,893"
"Tacoma city, Washington","","",""
"    Estimate","92,394","87,016","5,378"
"Tukwila city, Washington","","",""
"    Estimate","8,493","7,744","749"
"Tumwater city, Washington","","",""
"    Estimate","10,919","10,715","204"
"Union Hill-Novelty Hill CDP, Washington","","",""
"    Estimate","9,611","8,907","704"
"University Place city, Washington","","",""
"    Estimate","14,994","13,514","1,480"
"Vancouver city, Washington","","",""
"    Estimate","79,266","75,199","4,067"
"Walla Walla city, Washington","","",""
"    Estimate","14,832","13,325","1,507"
"Wenatchee city, Washington","","",""
"    Estimate","13,307","12,428","879"
"Yakima city, Washington","","",""
"    Estimate","35,834","33,424","2,410"
"Charleston city, West Virginia","","",""
"    Estimate","26,418","22,147","4,271"
"Huntington city, West Virginia","","",""
"    Estimate","25,706","19,057","6,649"
"Martinsburg city, West Virginia","","",""
"    Estimate","7,991","7,147","844"
"Morgantown city, West Virginia","","",""
"    Estimate","13,541","11,488","2,053"
"Parkersburg city, West Virginia","","",""
"    Estimate","14,824","12,480","2,344"
"Wheeling city, West Virginia","","",""
"    Estimate","14,076","11,563","2,513"
"Appleton city, Wisconsin","","",""
"    Estimate","32,104","31,049","1,055"
"Beloit city, Wisconsin","","",""
"    Estimate","14,729","13,108","1,621"
"Brookfield city, Wisconsin","","",""
"    Estimate","15,150","14,527","623"
"Caledonia village, Wisconsin","","",""
"    Estimate","10,314","9,906","408"
"De Pere city, Wisconsin","","",""
"    Estimate","10,267","9,536","731"
"Eau Claire city, Wisconsin","","",""
"    Estimate","29,026","27,233","1,793"
"Fitchburg city, Wisconsin","","",""
"    Estimate","15,395","14,794","601"
"Fond du Lac city, Wisconsin","","",""
"    Estimate","19,344","17,922","1,422"
"Fox Crossing village, Wisconsin","","",""
"    Estimate","10,240","10,041","199"
"Franklin city, Wisconsin","","",""
"    Estimate","15,009","14,062","947"
"Germantown village, Wisconsin","","",""
"    Estimate","9,147","8,448","699"
"Green Bay city, Wisconsin","","",""
"    Estimate","45,090","43,004","2,086"
"Greenfield city, Wisconsin","","",""
"    Estimate","19,066","17,697","1,369"
"Janesville city, Wisconsin","","",""
"    Estimate","28,629","27,301","1,328"
"Kenosha city, Wisconsin","","",""
"    Estimate","41,197","38,042","3,155"
"La Crosse city, Wisconsin","","",""
"    Estimate","22,854","21,117","1,737"
"Madison city, Wisconsin","","",""
"    Estimate","119,881","114,096","5,785"
"Manitowoc city, Wisconsin","","",""
"    Estimate","16,621","14,799","1,822"
"Menomonee Falls village, Wisconsin","","",""
"    Estimate","17,597","16,865","732"
"Mequon city, Wisconsin","","",""
"    Estimate","9,845","8,885","960"
"Middleton city, Wisconsin","","",""
"    Estimate","10,522","10,388","134"
"Milwaukee city, Wisconsin","","",""
"    Estimate","260,024","232,176","27,848"
"Mount Pleasant village, Wisconsin","","",""
"    Estimate","11,759","11,308","451"
"Muskego city, Wisconsin","","",""
"    Estimate","9,348","9,149","199"
"Neenah city, Wisconsin","","",""
"    Estimate","11,661","10,985","676"
"New Berlin city, Wisconsin","","",""
"    Estimate","16,817","16,493","324"
"Oak Creek city, Wisconsin","","",""
"    Estimate","15,503","15,172","331"
"Oshkosh city, Wisconsin","","",""
"    Estimate","28,873","26,794","2,079"
"Racine city, Wisconsin","","",""
"    Estimate","33,126","31,303","1,823"
"Sheboygan city, Wisconsin","","",""
"    Estimate","21,805","20,727","1,078"
"Stevens Point city, Wisconsin","","",""
"    Estimate","11,724","11,219","505"
"Sun Prairie city, Wisconsin","","",""
"    Estimate","14,405","13,742","663"
"Superior city, Wisconsin","","",""
"    Estimate","12,370","11,551","819"
"Watertown city, Wisconsin","","",""
"    Estimate","9,734","8,809","925"
"Waukesha city, Wisconsin","","",""
"    Estimate","31,309","30,364","945"
"Wausau city, Wisconsin","","",""
"    Estimate","19,830","17,293","2,537"
"Wauwatosa city, Wisconsin","","",""
"    Estimate","22,334","20,889","1,445"
"West Allis city, Wisconsin","","",""
"    Estimate","29,126","27,168","1,958"
"West Bend city, Wisconsin","","",""
"    Estimate","13,050","13,020","30"
"Casper city, Wyoming","","",""
"    Estimate","26,307","23,543","2,764"
"Cheyenne city, Wyoming","","",""
"    Estimate","30,704","28,911","1,793"
"Gillette city, Wyoming","","",""
"    Estimate","14,746","13,027","1,719"
"Laramie city, Wyoming","","",""
"    Estimate","15,075","13,247","1,828"
"Rock Springs city, Wyoming","","",""
"    Estimate","11,477","8,301","3,176"
"Arecibo zona urbana, Puerto Rico","","",""
"    Estimate","19,668","15,672","3,996"
"Bayamón zona urbana, Puerto Rico","","",""
"    Estimate","76,348","62,502","13,846"
"Caguas zona urbana, Puerto Rico","","",""
"    Estimate","34,189","28,623","5,566"
"Carolina zona urbana, Puerto Rico","","",""
"    Estimate","69,712","54,004","15,708"
"Cataño zona urbana, Puerto Rico","","",""
"    Estimate","10,998","8,815","2,183"
"Fajardo zona urbana, Puerto Rico","","",""
