"Label (Grouping)","Total:","Total:!!With private health insurance","Total:!!No private health insurance"
"Chesapeake city, Virginia","","",""
"    Estimate","232,910","178,699","54,211"
"Chester CDP, Virginia","","",""
"    Estimate","19,462","17,203","2,259"
"Christiansburg town, Virginia","","",""
"    Estimate","23,330","15,542","7,788"
"Culpeper town, Virginia","","",""
"    Estimate","19,022","13,524","5,498"
"Dale City CDP, Virginia","","",""
"    Estimate","73,492","53,478","20,014"
"Danville city, Virginia","","",""
"    Estimate","38,893","22,027","16,866"
"Fairfax city, Virginia","","",""
"    Estimate","23,521","19,232","4,289"
"Fair Oaks CDP, Virginia","","",""
"    Estimate","35,008","29,626","5,382"
"Franconia CDP, Virginia","","",""
"    Estimate","19,679","15,912","3,767"
"Fredericksburg city, Virginia","","",""
"    Estimate","28,774","19,426","9,348"
"Hampton city, Virginia","","",""
"    Estimate","127,175","89,361","37,814"
"Harrisonburg city, Virginia","","",""
"    Estimate","52,444","38,203","14,241"
"Herndon town, Virginia","","",""
"    Estimate","24,489","18,034","6,455"
"Hopewell city, Virginia","","",""
"    Estimate","22,696","15,165","7,531"
"Hybla Valley CDP, Virginia","","",""
"    Estimate","28,529","12,042","16,487"
"Lake Ridge CDP, Virginia","","",""
"    Estimate","42,262","37,231","5,031"
"Leesburg town, Virginia","","",""
"    Estimate","53,474","43,581","9,893"
"Lincolnia CDP, Virginia","","",""
"    Estimate","21,301","13,757","7,544"
"Linton Hall CDP, Virginia","","",""
"    Estimate","47,187","39,297","7,890"
"Lorton CDP, Virginia","","",""
"    Estimate","21,328","18,607","2,721"
"Lynchburg city, Virginia","","",""
"    Estimate","80,666","55,256","25,410"
"McLean CDP, Virginia","","",""
"    Estimate","48,787","44,665","4,122"
"McNair CDP, Virginia","","",""
"    Estimate","23,149","18,206","4,943"
"Manassas city, Virginia","","",""
"    Estimate","41,085","20,848","20,237"
"Marumsco CDP, Virginia","","",""
"    Estimate","34,067","23,804","10,263"
"Meadowbrook CDP, Virginia","","",""
"    Estimate","22,194","12,400","9,794"
"Mechanicsville CDP, Virginia","","",""
"    Estimate","37,872","31,398","6,474"
"Montclair CDP, Virginia","","",""
"    Estimate","21,311","17,144","4,167"
"Neabsco CDP, Virginia","","",""
"    Estimate","20,172","16,964","3,208"
"Newport News city, Virginia","","",""
"    Estimate","168,900","105,311","63,589"
"Norfolk city, Virginia","","",""
"    Estimate","212,766","138,330","74,436"
"Oakton CDP, Virginia","","",""
"    Estimate","35,838","30,619","5,219"
"Petersburg city, Virginia","","",""
"    Estimate","30,502","14,704","15,798"
"Portsmouth city, Virginia","","",""
"    Estimate","88,329","56,539","31,790"
"Reston CDP, Virginia","","",""
"    Estimate","59,859","48,804","11,055"
"Richmond city, Virginia","","",""
"    Estimate","228,222","143,184","85,038"
"Roanoke city, Virginia","","",""
"    Estimate","98,137","57,479","40,658"
"Rose Hill CDP (Fairfax County), Virginia","","",""
"    Estimate","20,405","15,388","5,017"
"Salem city, Virginia","","",""
"    Estimate","24,238","16,408","7,830"
"Short Pump CDP, Virginia","","",""
"    Estimate","29,578","26,740","2,838"
"South Riding CDP, Virginia","","",""
"    Estimate","31,831","29,702","2,129"
"Springfield CDP, Virginia","","",""
"    Estimate","28,806","18,410","10,396"
"Staunton city, Virginia","","",""
"    Estimate","24,407","17,020","7,387"
"Sterling CDP, Virginia","","",""
"    Estimate","30,580","19,706","10,874"
"Sudley CDP, Virginia","","",""
"    Estimate","22,032","12,501","9,531"
"Suffolk city, Virginia","","",""
"    Estimate","89,660","64,992","24,668"
"Tuckahoe CDP, Virginia","","",""
"    Estimate","51,807","38,727","13,080"
"Tysons CDP, Virginia","","",""
"    Estimate","25,464","22,157","3,307"
"Virginia Beach city, Virginia","","",""
"    Estimate","423,796","347,658","76,138"
"Waynesboro city, Virginia","","",""
"    Estimate","22,446","14,008","8,438"
"West Falls Church CDP, Virginia","","",""
"    Estimate","26,110","19,950","6,160"
"West Springfield CDP, Virginia","","",""
"    Estimate","24,930","20,252","4,678"
"Winchester city, Virginia","","",""
"    Estimate","27,910","19,264","8,646"
"Woodlawn CDP (Fairfax County), Virginia","","",""
"    Estimate","22,471","13,082","9,389"
"Auburn city, Washington","","",""
"    Estimate","81,547","52,836","28,711"
"Bainbridge Island city, Washington","","",""
"    Estimate","25,164","21,808","3,356"
"Battle Ground city, Washington","","",""
"    Estimate","19,651","13,923","5,728"
"Bellevue city, Washington","","",""
"    Estimate","147,822","123,822","24,000"
"Bellingham city, Washington","","",""
"    Estimate","91,280","65,164","26,116"
"Bonney Lake city, Washington","","",""
"    Estimate","21,959","18,530","3,429"
"Bothell city, Washington","","",""
"    Estimate","49,293","40,601","8,692"
"Bothell West CDP, Washington","","",""
"    Estimate","24,039","20,448","3,591"
"Bremerton city, Washington","","",""
"    Estimate","36,222","25,123","11,099"
"Burien city, Washington","","",""
"    Estimate","51,147","31,653","19,494"
"Camas city, Washington","","",""
"    Estimate","24,264","21,125","3,139"
"Cottage Lake CDP, Washington","","",""
"    Estimate","23,109","19,901","3,208"
"Des Moines city, Washington","","",""
"    Estimate","32,037","22,056","9,981"
"Eastmont CDP, Washington","","",""
"    Estimate","20,613","15,578","5,035"
"Edmonds city, Washington","","",""
"    Estimate","42,272","32,239","10,033"
"Ellensburg city, Washington","","",""
"    Estimate","18,871","13,974","4,897"
"Everett city, Washington","","",""
"    Estimate","107,429","64,740","42,689"
"Fairwood CDP (King County), Washington","","",""
"    Estimate","22,714","18,004","4,710"
"Federal Way city, Washington","","",""
"    Estimate","95,385","57,439","37,946"
"Five Corners CDP, Washington","","",""
"    Estimate","20,901","15,102","5,799"
"Frederickson CDP, Washington","","",""
"    Estimate","21,846","14,560","7,286"
"Graham CDP, Washington","","",""
"    Estimate","27,705","21,930","5,775"
"Hazel Dell CDP, Washington","","",""
"    Estimate","24,301","16,092","8,209"
"Issaquah city, Washington","","",""
"    Estimate","39,277","34,127","5,150"
"Kenmore city, Washington","","",""
"    Estimate","22,523","17,914","4,609"
"Kennewick city, Washington","","",""
"    Estimate","83,192","54,009","29,183"
"Kent city, Washington","","",""
"    Estimate","130,659","79,694","50,965"
"Kirkland city, Washington","","",""
"    Estimate","92,759","75,273","17,486"
"Lacey city, Washington","","",""
"    Estimate","50,444","36,290","14,154"
"Lake Stevens city, Washington","","",""
"    Estimate","33,806","27,224","6,582"
"Lakewood city, Washington","","",""
"    Estimate","57,628","37,239","20,389"
"Longview city, Washington","","",""
"    Estimate","37,710","22,419","15,291"
"Lynden city, Washington","","",""
"    Estimate","20,160","12,408","7,752"
"Lynnwood city, Washington","","",""
"    Estimate","38,824","26,378","12,446"
"Maple Valley city, Washington","","",""
"    Estimate","27,212","24,709","2,503"
"Martha Lake CDP, Washington","","",""
"    Estimate","21,122","16,034","5,088"
"Marysville city, Washington","","",""
"    Estimate","69,644","52,169","17,475"
"Mercer Island city, Washington","","",""
"    Estimate","25,787","21,837","3,950"
"Mill Creek city, Washington","","",""
"    Estimate","24,280","20,235","4,045"
"Mill Creek East CDP, Washington","","",""
"    Estimate","27,470","22,178","5,292"
"Monroe city, Washington","","",""
"    Estimate","18,041","13,560","4,481"
"Moses Lake city, Washington","","",""
"    Estimate","23,886","11,503","12,383"
"Mountlake Terrace city, Washington","","",""
"    Estimate","20,699","13,948","6,751"
"Mount Vernon city, Washington","","",""
"    Estimate","35,348","22,656","12,692"
"Mukilteo city, Washington","","",""
"    Estimate","24,564","20,408","4,156"
"North Lynnwood CDP, Washington","","",""
"    Estimate","29,464","17,658","11,806"
"Oak Harbor city, Washington","","",""
"    Estimate","23,383","18,975","4,408"
"Olympia city, Washington","","",""
"    Estimate","51,254","38,212","13,042"
"Orchards CDP, Washington","","",""
"    Estimate","26,854","16,965","9,889"
"Parkland CDP, Washington","","",""
"    Estimate","39,629","26,259","13,370"
"Pasco city, Washington","","",""
"    Estimate","74,208","34,325","39,883"
"Port Angeles city, Washington","","",""
"    Estimate","19,412","12,779","6,633"
"Pullman city, Washington","","",""
"    Estimate","34,229","26,867","7,362"
"Puyallup city, Washington","","",""
"    Estimate","41,806","33,288","8,518"
"Redmond city, Washington","","",""
"    Estimate","71,762","63,684","8,078"
"Renton city, Washington","","",""
"    Estimate","101,442","71,276","30,166"
"Richland city, Washington","","",""
"    Estimate","58,115","44,401","13,714"
"Sammamish city, Washington","","",""
"    Estimate","65,837","60,258","5,579"
"SeaTac city, Washington","","",""
"    Estimate","28,218","14,407","13,811"
"Seattle city, Washington","","",""
"    Estimate","747,958","605,744","142,214"
"Shoreline city, Washington","","",""
"    Estimate","56,340","44,847","11,493"
"Silverdale CDP, Washington","","",""
"    Estimate","23,942","18,227","5,715"
"Silver Firs CDP, Washington","","",""
"    Estimate","20,421","18,470","1,951"
"South Hill CDP, Washington","","",""
"    Estimate","65,722","50,641","15,081"
"Spanaway CDP, Washington","","",""
"    Estimate","32,211","21,172","11,039"
"Spokane city, Washington","","",""
"    Estimate","218,319","131,805","86,514"
"Spokane Valley city, Washington","","",""
"    Estimate","100,670","56,482","44,188"
"Tacoma city, Washington","","",""
"    Estimate","214,264","146,303","67,961"
"Tukwila city, Washington","","",""
"    Estimate","20,594","11,221","9,373"
"Tumwater city, Washington","","",""
"    Estimate","23,892","18,560","5,332"
"Union Hill-Novelty Hill CDP, Washington","","",""
"    Estimate","24,110","21,824","2,286"
"University Place city, Washington","","",""
"    Estimate","33,623","27,028","6,595"
"Vancouver city, Washington","","",""
"    Estimate","182,936","114,254","68,682"
"Walla Walla city, Washington","","",""
"    Estimate","29,953","19,432","10,521"
"Wenatchee city, Washington","","",""
"    Estimate","33,836","15,731","18,105"
"Yakima city, Washington","","",""
"    Estimate","91,719","46,287","45,432"
"Charleston city, West Virginia","","",""
"    Estimate","45,547","27,780","17,767"
"Huntington city, West Virginia","","",""
"    Estimate","44,824","24,557","20,267"
"Martinsburg city, West Virginia","","",""
"    Estimate","20,175","10,101","10,074"
"Morgantown city, West Virginia","","",""
"    Estimate","30,433","23,342","7,091"
"Parkersburg city, West Virginia","","",""
"    Estimate","29,064","14,288","14,776"
"Wheeling city, West Virginia","","",""
"    Estimate","26,865","15,683","11,182"
"Appleton city, Wisconsin","","",""
"    Estimate","74,544","55,768","18,776"
"Beloit city, Wisconsin","","",""
"    Estimate","36,699","25,166","11,533"
"Brookfield city, Wisconsin","","",""
"    Estimate","38,785","33,371","5,414"
"Caledonia village, Wisconsin","","",""
"    Estimate","25,277","21,438","3,839"
"De Pere city, Wisconsin","","",""
"    Estimate","24,852","21,020","3,832"
"Eau Claire city, Wisconsin","","",""
"    Estimate","68,364","48,961","19,403"
"Fitchburg city, Wisconsin","","",""
"    Estimate","29,823","22,087","7,736"
"Fond du Lac city, Wisconsin","","",""
"    Estimate","41,752","29,306","12,446"
"Fox Crossing village, Wisconsin","","",""
"    Estimate","20,768","14,735","6,033"
"Franklin city, Wisconsin","","",""
"    Estimate","33,701","27,980","5,721"
"Germantown village, Wisconsin","","",""
"    Estimate","21,497","19,651","1,846"
"Green Bay city, Wisconsin","","",""
"    Estimate","103,068","64,855","38,213"
"Greenfield city, Wisconsin","","",""
"    Estimate","36,907","29,208","7,699"
"Janesville city, Wisconsin","","",""
"    Estimate","63,830","47,480","16,350"
"Kenosha city, Wisconsin","","",""
"    Estimate","98,324","67,177","31,147"
"La Crosse city, Wisconsin","","",""
"    Estimate","50,287","38,464","11,823"
"Madison city, Wisconsin","","",""
"    Estimate","257,830","212,782","45,048"
"Manitowoc city, Wisconsin","","",""
"    Estimate","32,220","23,204","9,016"
"Menomonee Falls village, Wisconsin","","",""
"    Estimate","37,854","32,782","5,072"
"Mequon city, Wisconsin","","",""
"    Estimate","24,315","21,227","3,088"
"Middleton city, Wisconsin","","",""
"    Estimate","23,991","21,586","2,405"
"Milwaukee city, Wisconsin","","",""
"    Estimate","585,547","310,850","274,697"
"Mount Pleasant village, Wisconsin","","",""
"    Estimate","26,543","18,839","7,704"
"Muskego city, Wisconsin","","",""
"    Estimate","25,034","20,783","4,251"
"Neenah city, Wisconsin","","",""
"    Estimate","26,199","20,367","5,832"
"New Berlin city, Wisconsin","","",""
"    Estimate","39,376","33,470","5,906"
"Oak Creek city, Wisconsin","","",""
"    Estimate","36,327","29,141","7,186"
"Oshkosh city, Wisconsin","","",""
"    Estimate","62,823","45,705","17,118"
"Racine city, Wisconsin","","",""
"    Estimate","75,372","40,769","34,603"
"Sheboygan city, Wisconsin","","",""
"    Estimate","47,124","32,357","14,767"
"Stevens Point city, Wisconsin","","",""
"    Estimate","25,667","19,516","6,151"
"Sun Prairie city, Wisconsin","","",""
"    Estimate","34,498","30,337","4,161"
"Superior city, Wisconsin","","",""
"    Estimate","25,436","18,462","6,974"
"Watertown city, Wisconsin","","",""
"    Estimate","22,027","16,403","5,624"
"Waukesha city, Wisconsin","","",""
"    Estimate","71,551","54,047","17,504"
"Wausau city, Wisconsin","","",""
"    Estimate","37,904","27,899","10,005"
"Wauwatosa city, Wisconsin","","",""
"    Estimate","47,651","39,841","7,810"
