"Label (Grouping)","Total:","Total:!!With public coverage","Total:!!No public coverage"
"    Estimate","31,266","4,024","27,242"
"Taylorsville city, Utah","","",""
"    Estimate","59,696","13,573","46,123"
"Tooele city, Utah","","",""
"    Estimate","35,725","6,398","29,327"
"Washington city, Utah","","",""
"    Estimate","29,140","8,058","21,082"
"West Jordan city, Utah","","",""
"    Estimate","115,827","20,109","95,718"
"West Valley City city, Utah","","",""
"    Estimate","134,920","31,711","103,209"
"Burlington city, Vermont","","",""
"    Estimate","42,296","10,362","31,934"
"South Burlington city, Vermont","","",""
"    Estimate","21,298","6,697","14,601"
"Alexandria city, Virginia","","",""
"    Estimate","155,298","34,800","120,498"
"Annandale CDP, Virginia","","",""
"    Estimate","41,244","13,109","28,135"
"Arlington CDP, Virginia","","",""
"    Estimate","231,652","40,358","191,294"
"Ashburn CDP, Virginia","","",""
"    Estimate","48,137","9,271","38,866"
"Bailey's Crossroads CDP, Virginia","","",""
"    Estimate","27,185","8,579","18,606"
"Blacksburg town, Virginia","","",""
"    Estimate","43,995","5,777","38,218"
"Brambleton CDP, Virginia","","",""
"    Estimate","20,713","1,835","18,878"
"Buckhall CDP, Virginia","","",""
"    Estimate","19,919","3,376","16,543"
"Burke CDP, Virginia","","",""
"    Estimate","40,261","8,497","31,764"
"Cave Spring CDP, Virginia","","",""
"    Estimate","27,112","7,207","19,905"
"Centreville CDP, Virginia","","",""
"    Estimate","66,373","10,215","56,158"
"Chantilly CDP, Virginia","","",""
"    Estimate","26,536","5,572","20,964"
"Charlottesville city, Virginia","","",""
"    Estimate","46,915","10,949","35,966"
"Cherry Hill CDP, Virginia","","",""
"    Estimate","19,910","5,846","14,064"
"Chesapeake city, Virginia","","",""
"    Estimate","232,910","68,401","164,509"
"Chester CDP, Virginia","","",""
"    Estimate","19,462","5,167","14,295"
"Christiansburg town, Virginia","","",""
"    Estimate","23,330","9,889","13,441"
"Culpeper town, Virginia","","",""
"    Estimate","19,022","3,912","15,110"
"Dale City CDP, Virginia","","",""
"    Estimate","73,492","17,245","56,247"
"Danville city, Virginia","","",""
"    Estimate","38,893","19,861","19,032"
"Fairfax city, Virginia","","",""
"    Estimate","23,521","4,084","19,437"
"Fair Oaks CDP, Virginia","","",""
"    Estimate","35,008","5,547","29,461"
"Franconia CDP, Virginia","","",""
"    Estimate","19,679","4,149","15,530"
"Fredericksburg city, Virginia","","",""
"    Estimate","28,774","10,097","18,677"
"Hampton city, Virginia","","",""
"    Estimate","127,175","52,595","74,580"
"Harrisonburg city, Virginia","","",""
"    Estimate","52,444","14,229","38,215"
"Herndon town, Virginia","","",""
"    Estimate","24,489","6,345","18,144"
"Hopewell city, Virginia","","",""
"    Estimate","22,696","10,104","12,592"
"Hybla Valley CDP, Virginia","","",""
"    Estimate","28,529","10,229","18,300"
"Lake Ridge CDP, Virginia","","",""
"    Estimate","42,262","9,981","32,281"
"Leesburg town, Virginia","","",""
"    Estimate","53,474","9,308","44,166"
"Lincolnia CDP, Virginia","","",""
"    Estimate","21,301","5,974","15,327"
"Linton Hall CDP, Virginia","","",""
"    Estimate","47,187","6,031","41,156"
"Lorton CDP, Virginia","","",""
"    Estimate","21,328","4,654","16,674"
"Lynchburg city, Virginia","","",""
"    Estimate","80,666","27,433","53,233"
"McLean CDP, Virginia","","",""
"    Estimate","48,787","10,579","38,208"
"McNair CDP, Virginia","","",""
"    Estimate","23,149","2,983","20,166"
"Manassas city, Virginia","","",""
"    Estimate","41,085","14,028","27,057"
"Marumsco CDP, Virginia","","",""
"    Estimate","34,067","7,683","26,384"
"Meadowbrook CDP, Virginia","","",""
"    Estimate","22,194","8,459","13,735"
"Mechanicsville CDP, Virginia","","",""
"    Estimate","37,872","9,374","28,498"
"Montclair CDP, Virginia","","",""
"    Estimate","21,311","5,754","15,557"
"Neabsco CDP, Virginia","","",""
"    Estimate","20,172","3,219","16,953"
"Newport News city, Virginia","","",""
"    Estimate","168,900","65,856","103,044"
"Norfolk city, Virginia","","",""
"    Estimate","212,766","78,788","133,978"
"Oakton CDP, Virginia","","",""
"    Estimate","35,838","7,260","28,578"
"Petersburg city, Virginia","","",""
"    Estimate","30,502","16,268","14,234"
"Portsmouth city, Virginia","","",""
"    Estimate","88,329","37,627","50,702"
"Reston CDP, Virginia","","",""
"    Estimate","59,859","12,912","46,947"
"Richmond city, Virginia","","",""
"    Estimate","228,222","81,719","146,503"
"Roanoke city, Virginia","","",""
"    Estimate","98,137","41,274","56,863"
"Rose Hill CDP (Fairfax County), Virginia","","",""
"    Estimate","20,405","5,200","15,205"
"Salem city, Virginia","","",""
"    Estimate","24,238","9,242","14,996"
"Short Pump CDP, Virginia","","",""
"    Estimate","29,578","3,687","25,891"
"South Riding CDP, Virginia","","",""
"    Estimate","31,831","4,396","27,435"
"Springfield CDP, Virginia","","",""
"    Estimate","28,806","10,444","18,362"
"Staunton city, Virginia","","",""
"    Estimate","24,407","8,430","15,977"
"Sterling CDP, Virginia","","",""
"    Estimate","30,580","6,921","23,659"
"Sudley CDP, Virginia","","",""
"    Estimate","22,032","4,441","17,591"
"Suffolk city, Virginia","","",""
"    Estimate","89,660","32,267","57,393"
"Tuckahoe CDP, Virginia","","",""
"    Estimate","51,807","15,237","36,570"
"Tysons CDP, Virginia","","",""
"    Estimate","25,464","3,836","21,628"
"Virginia Beach city, Virginia","","",""
"    Estimate","423,796","114,395","309,401"
"Waynesboro city, Virginia","","",""
"    Estimate","22,446","10,015","12,431"
"West Falls Church CDP, Virginia","","",""
"    Estimate","26,110","6,694","19,416"
"West Springfield CDP, Virginia","","",""
"    Estimate","24,930","6,756","18,174"
"Winchester city, Virginia","","",""
"    Estimate","27,910","9,187","18,723"
"Woodlawn CDP (Fairfax County), Virginia","","",""
"    Estimate","22,471","7,995","14,476"
"Auburn city, Washington","","",""
"    Estimate","81,547","31,369","50,178"
"Bainbridge Island city, Washington","","",""
"    Estimate","25,164","8,793","16,371"
"Battle Ground city, Washington","","",""
"    Estimate","19,651","6,912","12,739"
"Bellevue city, Washington","","",""
"    Estimate","147,822","31,731","116,091"
"Bellingham city, Washington","","",""
"    Estimate","91,280","33,504","57,776"
"Bonney Lake city, Washington","","",""
"    Estimate","21,959","4,250","17,709"
"Bothell city, Washington","","",""
"    Estimate","49,293","11,578","37,715"
"Bothell West CDP, Washington","","",""
"    Estimate","24,039","5,056","18,983"
"Bremerton city, Washington","","",""
"    Estimate","36,222","11,830","24,392"
"Burien city, Washington","","",""
"    Estimate","51,147","18,727","32,420"
"Camas city, Washington","","",""
"    Estimate","24,264","5,592","18,672"
"Cottage Lake CDP, Washington","","",""
"    Estimate","23,109","3,692","19,417"
"Des Moines city, Washington","","",""
"    Estimate","32,037","11,101","20,936"
"Eastmont CDP, Washington","","",""
"    Estimate","20,613","7,796","12,817"
"Edmonds city, Washington","","",""
"    Estimate","42,272","11,696","30,576"
"Ellensburg city, Washington","","",""
"    Estimate","18,871","6,351","12,520"
"Everett city, Washington","","",""
"    Estimate","107,429","42,519","64,910"
"Fairwood CDP (King County), Washington","","",""
"    Estimate","22,714","6,324","16,390"
"Federal Way city, Washington","","",""
"    Estimate","95,385","38,474","56,911"
"Five Corners CDP, Washington","","",""
"    Estimate","20,901","8,219","12,682"
"Frederickson CDP, Washington","","",""
"    Estimate","21,846","9,875","11,971"
"Graham CDP, Washington","","",""
"    Estimate","27,705","6,692","21,013"
"Hazel Dell CDP, Washington","","",""
"    Estimate","24,301","10,296","14,005"
"Issaquah city, Washington","","",""
"    Estimate","39,277","6,918","32,359"
"Kenmore city, Washington","","",""
"    Estimate","22,523","5,046","17,477"
"Kennewick city, Washington","","",""
"    Estimate","83,192","34,621","48,571"
"Kent city, Washington","","",""
"    Estimate","130,659","47,829","82,830"
"Kirkland city, Washington","","",""
"    Estimate","92,759","20,389","72,370"
"Lacey city, Washington","","",""
"    Estimate","50,444","19,067","31,377"
"Lake Stevens city, Washington","","",""
"    Estimate","33,806","9,618","24,188"
"Lakewood city, Washington","","",""
"    Estimate","57,628","25,913","31,715"
"Longview city, Washington","","",""
"    Estimate","37,710","20,394","17,316"
"Lynden city, Washington","","",""
"    Estimate","20,160","8,221","11,939"
"Lynnwood city, Washington","","",""
"    Estimate","38,824","15,139","23,685"
"Maple Valley city, Washington","","",""
"    Estimate","27,212","3,289","23,923"
"Martha Lake CDP, Washington","","",""
"    Estimate","21,122","5,881","15,241"
"Marysville city, Washington","","",""
"    Estimate","69,644","22,421","47,223"
"Mercer Island city, Washington","","",""
"    Estimate","25,787","7,070","18,717"
"Mill Creek city, Washington","","",""
"    Estimate","24,280","5,990","18,290"
"Mill Creek East CDP, Washington","","",""
"    Estimate","27,470","5,850","21,620"
"Monroe city, Washington","","",""
"    Estimate","18,041","5,049","12,992"
"Moses Lake city, Washington","","",""
"    Estimate","23,886","11,649","12,237"
"Mountlake Terrace city, Washington","","",""
"    Estimate","20,699","9,379","11,320"
"Mount Vernon city, Washington","","",""
"    Estimate","35,348","15,576","19,772"
"Mukilteo city, Washington","","",""
"    Estimate","24,564","5,229","19,335"
"North Lynnwood CDP, Washington","","",""
"    Estimate","29,464","9,993","19,471"
"Oak Harbor city, Washington","","",""
"    Estimate","23,383","6,492","16,891"
"Olympia city, Washington","","",""
"    Estimate","51,254","18,213","33,041"
"Orchards CDP, Washington","","",""
"    Estimate","26,854","10,549","16,305"
"Parkland CDP, Washington","","",""
"    Estimate","39,629","16,861","22,768"
"Pasco city, Washington","","",""
"    Estimate","74,208","34,411","39,797"
"Port Angeles city, Washington","","",""
"    Estimate","19,412","8,217","11,195"
"Pullman city, Washington","","",""
"    Estimate","34,229","8,241","25,988"
"Puyallup city, Washington","","",""
"    Estimate","41,806","11,920","29,886"
"Redmond city, Washington","","",""
"    Estimate","71,762","11,312","60,450"
"Renton city, Washington","","",""
"    Estimate","101,442","30,972","70,470"
"Richland city, Washington","","",""
"    Estimate","58,115","20,265","37,850"
"Sammamish city, Washington","","",""
"    Estimate","65,837","7,420","58,417"
"SeaTac city, Washington","","",""
"    Estimate","28,218","13,984","14,234"
"Seattle city, Washington","","",""
"    Estimate","747,958","168,736","579,222"
"Shoreline city, Washington","","",""
"    Estimate","56,340","15,521","40,819"
"Silverdale CDP, Washington","","",""
"    Estimate","23,942","8,346","15,596"
"Silver Firs CDP, Washington","","",""
"    Estimate","20,421","2,705","17,716"
"South Hill CDP, Washington","","",""
"    Estimate","65,722","19,986","45,736"
"Spanaway CDP, Washington","","",""
"    Estimate","32,211","12,523","19,688"
"Spokane city, Washington","","",""
"    Estimate","218,319","100,739","117,580"
"Spokane Valley city, Washington","","",""
"    Estimate","100,670","48,042","52,628"
"Tacoma city, Washington","","",""
"    Estimate","214,264","79,287","134,977"
"Tukwila city, Washington","","",""
"    Estimate","20,594","8,230","12,364"
"Tumwater city, Washington","","",""
"    Estimate","23,892","9,095","14,797"
"Union Hill-Novelty Hill CDP, Washington","","",""
"    Estimate","24,110","5,198","18,912"
"University Place city, Washington","","",""
"    Estimate","33,623","9,960","23,663"
"Vancouver city, Washington","","",""
"    Estimate","182,936","73,917","109,019"
"Walla Walla city, Washington","","",""
"    Estimate","29,953","12,336","17,617"
"Wenatchee city, Washington","","",""
"    Estimate","33,836","16,527","17,309"
"Yakima city, Washington","","",""
"    Estimate","91,719","44,314","47,405"
"Charleston city, West Virginia","","",""
"    Estimate","45,547","22,450","23,097"
"Huntington city, West Virginia","","",""
"    Estimate","44,824","21,469","23,355"
"Martinsburg city, West Virginia","","",""
"    Estimate","20,175","8,735","11,440"
"Morgantown city, West Virginia","","",""
"    Estimate","30,433","9,794","20,639"
"Parkersburg city, West Virginia","","",""
"    Estimate","29,064","18,191","10,873"
"Wheeling city, West Virginia","","",""
"    Estimate","26,865","14,166","12,699"
"Appleton city, Wisconsin","","",""
"    Estimate","74,544","22,167","52,377"
"Beloit city, Wisconsin","","",""
"    Estimate","36,699","14,261","22,438"
"Brookfield city, Wisconsin","","",""
"    Estimate","38,785","10,327","28,458"
"Caledonia village, Wisconsin","","",""
"    Estimate","25,277","6,104","19,173"
"De Pere city, Wisconsin","","",""
"    Estimate","24,852","4,578","20,274"
"Eau Claire city, Wisconsin","","",""
"    Estimate","68,364","23,093","45,271"
"Fitchburg city, Wisconsin","","",""
"    Estimate","29,823","8,556","21,267"
"Fond du Lac city, Wisconsin","","",""
"    Estimate","41,752","15,112","26,640"
"Fox Crossing village, Wisconsin","","",""
"    Estimate","20,768","5,542","15,226"
"Franklin city, Wisconsin","","",""
"    Estimate","33,701","10,000","23,701"
"Germantown village, Wisconsin","","",""
"    Estimate","21,497","4,222","17,275"
"Green Bay city, Wisconsin","","",""
"    Estimate","103,068","39,220","63,848"
"Greenfield city, Wisconsin","","",""
"    Estimate","36,907","13,682","23,225"
"Janesville city, Wisconsin","","",""
"    Estimate","63,830","24,926","38,904"
"Kenosha city, Wisconsin","","",""
"    Estimate","98,324","32,805","65,519"
"La Crosse city, Wisconsin","","",""
"    Estimate","50,287","15,071","35,216"
"Madison city, Wisconsin","","",""
