"Label (Grouping)","Total:!!In labor force:!!Civilian labor force:","Total:!!In labor force:!!Civilian labor force:!!Employed","Total:!!In labor force:!!Civilian labor force:!!Unemployed"
"    Estimate","26,786","25,319","1,467"
"Cherry Hill CDP, Virginia","","",""
"    Estimate","11,175","10,870","305"
"Chesapeake city, Virginia","","",""
"    Estimate","116,912","110,788","6,124"
"Chester CDP, Virginia","","",""
"    Estimate","10,705","10,109","596"
"Christiansburg town, Virginia","","",""
"    Estimate","10,221","9,952","269"
"Culpeper town, Virginia","","",""
"    Estimate","10,340","9,645","695"
"Dale City CDP, Virginia","","",""
"    Estimate","43,239","42,115","1,124"
"Danville city, Virginia","","",""
"    Estimate","17,451","16,487","964"
"Fairfax city, Virginia","","",""
"    Estimate","14,718","13,812","906"
"Fair Oaks CDP, Virginia","","",""
"    Estimate","22,952","22,198","754"
"Franconia CDP, Virginia","","",""
"    Estimate","13,000","12,518","482"
"Fredericksburg city, Virginia","","",""
"    Estimate","15,937","15,466","471"
"Hampton city, Virginia","","",""
"    Estimate","65,688","62,004","3,684"
"Harrisonburg city, Virginia","","",""
"    Estimate","27,414","25,914","1,500"
"Herndon town, Virginia","","",""
"    Estimate","15,301","14,827","474"
"Hopewell city, Virginia","","",""
"    Estimate","10,083","9,419","664"
"Hybla Valley CDP, Virginia","","",""
"    Estimate","13,198","12,982","216"
"Lake Ridge CDP, Virginia","","",""
"    Estimate","21,733","21,231","502"
"Leesburg town, Virginia","","",""
"    Estimate","30,963","30,161","802"
"Lincolnia CDP, Virginia","","",""
"    Estimate","12,779","12,422","357"
"Linton Hall CDP, Virginia","","",""
"    Estimate","23,443","22,773","670"
"Lorton CDP, Virginia","","",""
"    Estimate","11,658","11,428","230"
"Lynchburg city, Virginia","","",""
"    Estimate","40,567","38,957","1,610"
"McLean CDP, Virginia","","",""
"    Estimate","22,917","22,093","824"
"McNair CDP, Virginia","","",""
"    Estimate","15,861","15,335","526"
"Manassas city, Virginia","","",""
"    Estimate","21,320","20,705","615"
"Marumsco CDP, Virginia","","",""
"    Estimate","19,864","19,288","576"
"Meadowbrook CDP, Virginia","","",""
"    Estimate","12,117","11,660","457"
"Mechanicsville CDP, Virginia","","",""
"    Estimate","22,601","22,245","356"
"Montclair CDP, Virginia","","",""
"    Estimate","10,751","10,170","581"
"Neabsco CDP, Virginia","","",""
"    Estimate","11,435","11,090","345"
"Newport News city, Virginia","","",""
"    Estimate","85,746","80,245","5,501"
"Norfolk city, Virginia","","",""
"    Estimate","112,504","105,766","6,738"
"Oakton CDP, Virginia","","",""
"    Estimate","20,141","19,367","774"
"Petersburg city, Virginia","","",""
"    Estimate","13,215","11,128","2,087"
"Portsmouth city, Virginia","","",""
"    Estimate","40,492","38,430","2,062"
"Reston CDP, Virginia","","",""
"    Estimate","38,865","37,607","1,258"
"Richmond city, Virginia","","",""
"    Estimate","132,584","125,173","7,411"
"Roanoke city, Virginia","","",""
"    Estimate","50,912","48,902","2,010"
"Rose Hill CDP (Fairfax County), Virginia","","",""
"    Estimate","10,092","9,763","329"
"Salem city, Virginia","","",""
"    Estimate","11,716","11,439","277"
"Short Pump CDP, Virginia","","",""
"    Estimate","15,981","15,782","199"
"South Riding CDP, Virginia","","",""
"    Estimate","18,374","18,175","199"
"Springfield CDP, Virginia","","",""
"    Estimate","15,372","14,658","714"
"Staunton city, Virginia","","",""
"    Estimate","13,929","13,321","608"
"Sterling CDP, Virginia","","",""
"    Estimate","20,250","18,995","1,255"
"Sudley CDP, Virginia","","",""
"    Estimate","13,170","12,953","217"
"Suffolk city, Virginia","","",""
"    Estimate","47,130","44,168","2,962"
"Tuckahoe CDP, Virginia","","",""
"    Estimate","24,867","23,424","1,443"
"Tysons CDP, Virginia","","",""
"    Estimate","16,540","15,818","722"
"Virginia Beach city, Virginia","","",""
"    Estimate","235,460","225,697","9,763"
"Waynesboro city, Virginia","","",""
"    Estimate","","",""
"West Falls Church CDP, Virginia","","",""
"    Estimate","16,078","15,454","624"
"West Springfield CDP, Virginia","","",""
"    Estimate","12,592","12,229","363"
"Winchester city, Virginia","","",""
"    Estimate","15,715","15,102","613"
"Woodlawn CDP (Fairfax County), Virginia","","",""
"    Estimate","13,311","12,814","497"
"Auburn city, Washington","","",""
"    Estimate","43,223","41,654","1,569"
"Bainbridge Island city, Washington","","",""
"    Estimate","13,197","12,838","359"
"Battle Ground city, Washington","","",""
"    Estimate","10,727","10,004","723"
"Bellevue city, Washington","","",""
"    Estimate","83,345","80,975","2,370"
"Bellingham city, Washington","","",""
"    Estimate","50,787","47,570","3,217"
"Bonney Lake city, Washington","","",""
"    Estimate","11,388","11,220","168"
"Bothell city, Washington","","",""
"    Estimate","27,872","26,661","1,211"
"Bothell West CDP, Washington","","",""
"    Estimate","14,466","14,076","390"
"Bremerton city, Washington","","",""
"    Estimate","18,651","17,594","1,057"
"Burien city, Washington","","",""
"    Estimate","29,874","28,607","1,267"
"Camas city, Washington","","",""
"    Estimate","11,891","11,460","431"
"Cottage Lake CDP, Washington","","",""
"    Estimate","11,982","11,822","160"
"Des Moines city, Washington","","",""
"    Estimate","17,871","16,986","885"
"Eastmont CDP, Washington","","",""
"    Estimate","10,218","10,140","78"
"Edmonds city, Washington","","",""
"    Estimate","22,541","22,011","530"
"Ellensburg city, Washington","","",""
"    Estimate","10,633","9,906","727"
"Everett city, Washington","","",""
"    Estimate","58,489","56,418","2,071"
"Fairwood CDP (King County), Washington","","",""
"    Estimate","12,053","11,896","157"
"Federal Way city, Washington","","",""
"    Estimate","50,610","48,698","1,912"
"Five Corners CDP, Washington","","",""
"    Estimate","11,004","10,714","290"
"Frederickson CDP, Washington","","",""
"    Estimate","11,907","10,799","1,108"
"Graham CDP, Washington","","",""
"    Estimate","14,511","13,336","1,175"
"Hazel Dell CDP, Washington","","",""
"    Estimate","12,294","11,932","362"
"Issaquah city, Washington","","",""
"    Estimate","20,760","20,277","483"
"Kenmore city, Washington","","",""
"    Estimate","13,086","13,086","0"
"Kennewick city, Washington","","",""
"    Estimate","42,070","40,067","2,003"
"Kent city, Washington","","",""
"    Estimate","75,228","71,263","3,965"
"Kirkland city, Washington","","",""
"    Estimate","53,382","51,457","1,925"
"Lacey city, Washington","","",""
"    Estimate","26,021","24,462","1,559"
"Lake Stevens city, Washington","","",""
"    Estimate","19,203","18,181","1,022"
"Lakewood city, Washington","","",""
"    Estimate","27,988","26,688","1,300"
"Longview city, Washington","","",""
"    Estimate","16,714","15,589","1,125"
"Lynden city, Washington","","",""
"    Estimate","9,267","8,872","395"
"Lynnwood city, Washington","","",""
"    Estimate","21,443","20,596","847"
"Maple Valley city, Washington","","",""
"    Estimate","14,304","14,008","296"
"Martha Lake CDP, Washington","","",""
"    Estimate","10,867","10,236","631"
"Marysville city, Washington","","",""
"    Estimate","35,495","34,325","1,170"
"Mercer Island city, Washington","","",""
"    Estimate","12,645","12,312","333"
"Mill Creek city, Washington","","",""
"    Estimate","12,803","12,378","425"
"Mill Creek East CDP, Washington","","",""
"    Estimate","16,138","15,650","488"
"Monroe city, Washington","","",""
"    Estimate","10,805","10,254","551"
"Moses Lake city, Washington","","",""
"    Estimate","12,555","11,030","1,525"
"Mountlake Terrace city, Washington","","",""
"    Estimate","11,119","10,771","348"
"Mount Vernon city, Washington","","",""
"    Estimate","16,630","16,271","359"
"Mukilteo city, Washington","","",""
"    Estimate","13,606","13,225","381"
"North Lynnwood CDP, Washington","","",""
"    Estimate","","",""
"Oak Harbor city, Washington","","",""
"    Estimate","11,222","10,066","1,156"
"Olympia city, Washington","","",""
"    Estimate","27,797","26,704","1,093"
"Orchards CDP, Washington","","",""
"    Estimate","15,627","14,493","1,134"
"Parkland CDP, Washington","","",""
"    Estimate","19,890","18,274","1,616"
"Pasco city, Washington","","",""
"    Estimate","34,909","32,977","1,932"
"Port Angeles city, Washington","","",""
"    Estimate","9,216","8,791","425"
"Pullman city, Washington","","",""
"    Estimate","18,182","16,839","1,343"
"Puyallup city, Washington","","",""
"    Estimate","23,675","23,063","612"
"Redmond city, Washington","","",""
"    Estimate","41,239","40,698","541"
"Renton city, Washington","","",""
"    Estimate","57,367","55,533","1,834"
"Richland city, Washington","","",""
"    Estimate","27,939","27,109","830"
"Sammamish city, Washington","","",""
"    Estimate","33,379","32,418","961"
"SeaTac city, Washington","","",""
"    Estimate","15,945","14,725","1,220"
"Seattle city, Washington","","",""
"    Estimate","488,202","470,782","17,420"
"Shoreline city, Washington","","",""
"    Estimate","32,537","31,652","885"
"Silverdale CDP, Washington","","",""
"    Estimate","10,827","10,151","676"
"Silver Firs CDP, Washington","","",""
"    Estimate","11,199","10,949","250"
"South Hill CDP, Washington","","",""
"    Estimate","34,134","32,488","1,646"
"Spanaway CDP, Washington","","",""
"    Estimate","17,515","16,611","904"
"Spokane city, Washington","","",""
"    Estimate","111,971","104,882","7,089"
"Spokane Valley city, Washington","","",""
"    Estimate","48,517","45,253","3,264"
"Tacoma city, Washington","","",""
"    Estimate","119,219","113,138","6,081"
"Tukwila city, Washington","","",""
"    Estimate","13,622","12,804","818"
"Tumwater city, Washington","","",""
"    Estimate","12,853","11,743","1,110"
"Union Hill-Novelty Hill CDP, Washington","","",""
"    Estimate","12,083","11,455","628"
"University Place city, Washington","","",""
"    Estimate","14,886","14,568","318"
"Vancouver city, Washington","","",""
"    Estimate","95,681","91,215","4,466"
"Walla Walla city, Washington","","",""
"    Estimate","15,648","14,568","1,080"
"Wenatchee city, Washington","","",""
"    Estimate","14,980","14,390","590"
"Yakima city, Washington","","",""
"    Estimate","43,818","40,882","2,936"
"Charleston city, West Virginia","","",""
"    Estimate","22,002","20,979","1,023"
"Huntington city, West Virginia","","",""
"    Estimate","20,628","19,046","1,582"
"Martinsburg city, West Virginia","","",""
"    Estimate","10,321","9,333","988"
"Morgantown city, West Virginia","","",""
"    Estimate","14,489","13,696","793"
"Parkersburg city, West Virginia","","",""
"    Estimate","12,804","12,252","552"
"Wheeling city, West Virginia","","",""
"    Estimate","11,959","10,934","1,025"
"Appleton city, Wisconsin","","",""
"    Estimate","41,494","40,364","1,130"
"Beloit city, Wisconsin","","",""
"    Estimate","17,783","16,208","1,575"
"Brookfield city, Wisconsin","","",""
"    Estimate","19,596","18,775","821"
"Caledonia village, Wisconsin","","",""
"    Estimate","12,606","12,382","224"
"De Pere city, Wisconsin","","",""
"    Estimate","14,202","13,938","264"
"Eau Claire city, Wisconsin","","",""
"    Estimate","40,317","38,584","1,733"
"Fitchburg city, Wisconsin","","",""
"    Estimate","18,838","18,213","625"
"Fond du Lac city, Wisconsin","","",""
"    Estimate","22,755","22,106","649"
"Fox Crossing village, Wisconsin","","",""
"    Estimate","11,197","11,069","128"
"Franklin city, Wisconsin","","",""
"    Estimate","16,788","16,420","368"
"Germantown village, Wisconsin","","",""
"    Estimate","13,293","13,008","285"
"Green Bay city, Wisconsin","","",""
"    Estimate","57,232","54,647","2,585"
"Greenfield city, Wisconsin","","",""
"    Estimate","19,779","19,150","629"
"Janesville city, Wisconsin","","",""
"    Estimate","33,563","31,728","1,835"
"Kenosha city, Wisconsin","","",""
"    Estimate","52,899","49,941","2,958"
"La Crosse city, Wisconsin","","",""
"    Estimate","29,530","28,438","1,092"
"Madison city, Wisconsin","","",""
"    Estimate","162,774","159,209","3,565"
"Manitowoc city, Wisconsin","","",""
"    Estimate","16,826","16,395","431"
"Menomonee Falls village, Wisconsin","","",""
"    Estimate","21,834","20,875","959"
"Mequon city, Wisconsin","","",""
"    Estimate","11,839","11,505","334"
"Middleton city, Wisconsin","","",""
"    Estimate","13,377","13,306","71"
"Milwaukee city, Wisconsin","","",""
"    Estimate","289,003","273,825","15,178"
"Mount Pleasant village, Wisconsin","","",""
"    Estimate","13,918","13,501","417"
"Muskego city, Wisconsin","","",""
"    Estimate","14,245","13,201","1,044"
"Neenah city, Wisconsin","","",""
"    Estimate","14,275","13,856","419"
"New Berlin city, Wisconsin","","",""
"    Estimate","22,697","21,897","800"
"Oak Creek city, Wisconsin","","",""
"    Estimate","18,835","18,725","110"
"Oshkosh city, Wisconsin","","",""
"    Estimate","34,846","34,034","812"
"Racine city, Wisconsin","","",""
"    Estimate","36,540","34,637","1,903"
"Sheboygan city, Wisconsin","","",""
"    Estimate","25,272","24,708","564"
"Stevens Point city, Wisconsin","","",""
"    Estimate","15,297","14,332","965"
"Sun Prairie city, Wisconsin","","",""
"    Estimate","20,084","19,818","266"
"Superior city, Wisconsin","","",""
"    Estimate","14,873","14,382","491"
"Watertown city, Wisconsin","","",""
"    Estimate","12,832","11,974","858"
"Waukesha city, Wisconsin","","",""
"    Estimate","45,300","44,083","1,217"
"Wausau city, Wisconsin","","",""
"    Estimate","21,147","20,672","475"
"Wauwatosa city, Wisconsin","","",""
"    Estimate","25,911","25,489","422"
"West Allis city, Wisconsin","","",""
"    Estimate","33,646","33,300","346"
"West Bend city, Wisconsin","","",""
"    Estimate","17,814","17,414","400"
"Casper city, Wyoming","","",""
"    Estimate","29,326","28,703","623"
